,company name,affiliation,former ID,industry type,city,state,address / directions,Phone #,Full Reporting Number,Reporting Mark,Reporting Number,locomotive serial number,locomotive model,Manufactured Date(MM/YY),Acquisition Date,HP,Cross Match
924,Northern Sun Div. ADM,,,,Caruso   (Goodland),,6425 Rd 14     (~4 mi. W. of Goodland on old US24),,,,,29355.0,GE 25ton,Mar-48,,,Not Matched
925,Northern Sun Div. ADM,,,,Caruso   (Goodland),,6425 Rd 14     (~4 mi. W. of Goodland on old US24),,,,,18351.0,SW8,-53,,800.0,Not Matched
926,Ash Grove Cement,,,,Chanute,,                 (office: N. Santa Fe St.  66720)   ,  [(316) 431-4500],,,,41151.0,GE 110ton,Jan-80,2017.0,,Not Matched
927,Ash Grove Cement,,,,Chanute,,                 (office: N. Santa Fe St.  66720)   ,  [(316) 431-4500],,,,41136.0,GE 110ton,Aug-79,2002.0,,Not Matched
928,Ash Grove Cement,,,,Chanute,,                 (office: N. Santa Fe St.  66720)   ,  [(316) 431-4500],,,,41186.0,GE 110ton,May-81,2007.0,,Not Matched
929,GBW Railcar Service,,(formerly Watco),railcar repair,Coffeyville,,1604  S Spruce St.,(844) 364-7403,WAMX 7008,WAMX,7008,14009.0,GP7,Mar-51,,1500.0,Not Matched
930,Cornerstone Ag LLC,,,,Colby,,"  2148 CR Q, 67701       (~ 4 mi. SE of Colby)",(785) 462-3354,,,,23124.0,GP9,May-57,,1750.0,Not Matched
931,"Agmark / Concordia Terminal, LLC",,,,Concordia,,"1111 W 4th St., 66901",(785) 243-1797,MWLX 751,MWLX,751,22881.0,GP9m,Mar-57,2019.0,1500.0,Not Matched
932,Scoular,,,,Coolidge,,"12501 W US 50 Scenic, 67836",(620) 372-8611,,,,27600.0,SD18,-63,,1800.0,Not Matched
933,Barlett Grain - Great Bend,Ks.,,,Dartmouth / Great Bend,,"16 NE 60 Ave., Great Bend, 67530",(620) 792-0526,WAMX 1004,WAMX,1004,18555.0,GP7,-53,,1500.0,Not Matched
934,ADM Milling,,,,Dodge City,,"1901 E Wyatt Earp Blvd., 67801",(620) 227-8101,SFGX 1810,SFGX,1810,15691.0,GP7,-51,,1500.0,Not Matched
935,Alliance Ag & Grain  â€“  Wilroads Elevator,,(formerly Right Cooperative Elevator Association),,,,"Lariat Rd.    (s/e of Dodge City on ex-FDC&B)  (locomotives kept at Sunnyside Ave and Sycamore St)  (operates from Dodge City to Wilroads, ~ 6 mi.)        ", [(620) 227-6651],,,,21475.0,SW1200,Feb-56,1996.0,1200.0,Not Matched
936,Alliance Ag & Grain  â€“  Wilroads Elevator,,(formerly Right Cooperative Elevator Association),,,,"Lariat Rd.    (s/e of Dodge City on ex-FDC&B)  (locomotives kept at Sunnyside Ave and Sycamore St)  (operates from Dodge City to Wilroads, ~ 6 mi.)        ", [(620) 227-6651],,,,11117.0,GP7,Mar-50,2000.0,1500.0,Not Matched
937,Logistics Park Kansas City,,,intermodal facility,Edgerton,,"32880 W 191st St., 66021  (between Garner and Edgerton)",(816) 888-7872,ITSX 6253,ITSX,6253,73748.0,SD40-2,Feb-74,,3000.0,Not Matched
938,Logistics Park Kansas City,,,intermodal facility,Edgerton,,"32880 W 191st St., 66021  (between Garner and Edgerton)",(816) 888-7872,ITSX 7914,ITSX,7914,,SD40-2,,,3000.0,Not Matched
939,In-Terminal Services / ITSX â€“ BNSF Intermodal Terminal,,,,Edgerton / Gardner,,"32880 W 191st St, 66021  (~2 mi NE of Edgerton)",,ITSX 6253,ITSX,6253,73748.0,SD40-2,Feb-74,,3000.0,Not Matched
940,In-Terminal Services / ITSX â€“ BNSF Intermodal Terminal,,,,Edgerton / Gardner,,"32880 W 191st St, 66021  (~2 mi NE of Edgerton)",,ITSX 7914,ITSX,7914,,SD40-2,Jun-79,,3000.0,Not Matched
941,Kaw Valley Asphalt & Concrete Recycling / Mississippi Lime,,(formerly L. G. Everist),,Edwardsville / Kansas City,,"8440 Gibbs Rd., 66111",  (913) 422-6950,,,,73635.0,SW1500 [r/b ?],Dec-73,,,Not Matched
942,HollyFrontier El Dorado Refining LLC,,,,El Dorado,,"1401 Douglas St., 67042",(316) 321-2200,SVGX 8306,SVGX,8306,24372.0,GP9 [,-58,,,Not Matched
943,Dodge City Cooperative Exchange,,,,Ensign,,,,,,,18562.0,GP7,-53,2002.0,1500.0,Not Matched
944, Bartlett â€“ Fairfax Elevator,(subs. Savage),(formerly Farmland Industries     ),,Fairfax  (Kansas City),,"940 Kindlerberger Rd., 66115",(913) 321-1696,MWRX 1308,MWRX,1308,15250.0,GP7,-51,,1500.0,Reporting Match
945,Rail Car Services      ,,(formerly Continental Grain),(railcar repair)           ,,,"1100 Sunshine Rd.        (P.O. Box 15312, 66115)       ",  [(913) 621-3570],,,,,Plymouth JDT,Feb-66,,,Not Matched
946,New Century AirCenter / Johnson County Airport Commission,,(formerly Johnson County Industrial Airport),,Gardner,,1 Industrial Parkway      ,  [782-5335],,,,,SW8,Feb-51,1992.0,800.0,Not Matched
947,"Marketing Partners, LLC      ",(j/v AGP & Farmers Cooperative Association of Hanover),,,Hanover,,,,,,,17024.0,GP7,-53,2002.0,1500.0,Not Matched
948,Farmers Cooperative Co.,,,,Haviland,,"1st & Main Sts., 67059     ", [(316) 862-5225],,,,18842.0,SW9m,Nov-53,1998.0,,Not Matched
949,United Prairie Ag LLC,(j/v Cropland Co-Op and ADM),,,Hugoton,,"509 Northwest Ave., 67951",(620) 544-2017,,,,,SD40,,,3000.0,Not Matched
950,Monarch Cement Co.,,,,Humboldt,,"      (P.O. Box 1000, 66748)     ", [(316) 473-2222],,,,13010.0,GE 45ton,May-41,,,Not Matched
951,Archer-Daniels-Midland â€“ Terminal J,,(formerly Farmland Industries â€“ Elevator #1),,Hutchinson,,516  N Halstead St.,,,,,17430.0,SW9,Jan-53,1999.0,1200.0,Not Matched
952,Archer-Daniels-Midland / ADM â€“ Hutchinson Grain Terminal,,,,,,  1700 N Halstead St.  (off E 17th Ave.),(620) 662-4721,,,,21871.0,GP9,Nov-56,,1750.0,Not Matched
953,Cargill Inc.  â€“   Terminal Elevator ,,(formerly Continental Grain),,,,"1427 E. 2nd Ave., 62501      ",[(316) 663-1278],,,,,Plymouth 25ton JDT,Apr-61,,,Not Matched
954,Collingwood Grain / ADM,,,,,,,,DLSX 457,DLSX,457,16354.0,SW8,Apr-52,,800.0,Reporting Match
955,"Hutchinson Salt Co., Inc.",,,,,,3300 Carey Blvd.                  , [(620) 662-3345],,,,23082.0,SW1200,Mar-57,1995.0,1200.0,Not Matched
956,   Buzzi Unicem,,(formerly Heartland Cement),(cement plant) ,Independence,,1765 Limestone Rd.  67301  ,  [(316) 331-0200],,,,60204.0,Whitcomb 45ton,-42,1946.0,,Not Matched
957,   Buzzi Unicem,,(formerly Heartland Cement),(cement plant) ,Independence,,1765 Limestone Rd.  67301  ,  [(316) 331-0200],,,,29032.0,GE 45ton,Apr-49,,,Not Matched
958,"GBW Railcar Services, LLC",,(formerly Watco    ),(railcar repair),Junction City,,"2601 N. Hoover Rd.   (P.O. Box 188, 66441)   ", [(913) 762-4330],,,,31538.0,GE 45ton,May-52,,,Not Matched
959,"GBW Railcar Services, LLC",,(formerly Watco    ),(railcar repair),Junction City,,"2601 N. Hoover Rd.   (P.O. Box 188, 66441)   ", [(913) 762-4330],,,,15886.0,GE 65ton,Feb-43,,,Not Matched
960,"Advantage Metals Recycling, LLC",,,scrap,Kansas City,,"3005 Manchester Trafficway, 64129",(816) 922-5100,,,,,SW1,-42,,600.0,Not Matched
961,"L.G. Everist, Inc.",,,(sand & gravel),,,"8440 Gibbs Rd., 66111    ", (913) 422-0004,,,,73635.0,SW1500,Jan-74,,1500.0,Not Matched
962,A & K Railroad Materials,,,aggregates distribution,Morris   (Kansas City),,"2131  S. 74th St., 66106   ",  [(913) 375-1810],,,,,Plymouth 45ton MDT,,,,Not Matched
963,A & K Railroad Materials,,,aggregates distribution,Morris   (Kansas City),,"2131  S. 74th St., 66106   ",  [(913) 375-1810],,,,,Brookville Ex Western RR Builders,,,,Not Matched
964,A & K Railroad Materials,,,aggregates distribution,Morris   (Kansas City),,"2131  S. 74th St., 66106   ",  [(913) 375-1810],,,,28337.0,GE 44ton,Nov-46,,,Not Matched
965,"Castle Rock Marketing, LLC.",,(formerly Farmland Industries),,Ogallah,,,,,,,15511.0,SW9,-51,1999.0,1200.0,Not Matched
966,Scoular Co.,,,grain elevator,Pittsburg,,"3708 Free King Hwy., 66762",  (620) 232-5800,,,,14550.0,GP7,-53,,1500.0,Not Matched
967,Collingwood Grain Inc. / ADM,,,,Plains,,"304 Grand Ave., 67869",,,,,22688.0,GP9,Dec-56,,1750.0,Not Matched
968,ADM / Collingwood Grain,,,,Salina,,E old US 40,,,,,,SW1,Aug-49,,600.0,Not Matched
969,Cargill Ag Horizons,,,,,,"1112 N Halstead Rd., 67401 ",(785) 825-8128,,,,24137.0,SW1200,Nov-57,,1200.0,Not Matched
970,Cargill Ag Horizons,,,,,,"1112 N Halstead Rd., 67401 ",(785) 825-8128,,,,18886.0,GP7,Nov-53,,1500.0,Not Matched
971,Scoular Co.,,,grain elevator,,,"3339 E. Country Club Rd., 67401  ",    [(913) 827-7248],,,,20410.0,SW900,Jul-55,,900.0,Not Matched
972,Scoular Co.,,,grain elevator,,,"3339 E. Country Club Rd., 67401  ",    [(913) 827-7248],,,,11677.0,SW7m,Dec-50,2002.0,,Not Matched
973,Barlett Grain Co. L.P.,(subs. Savage Enterprises),,,Scott City,,"305 W. Bellevue Ave., 67871               ",[(620) 872-3456],WAMX 805,WAMX,805,16633.0,SW8,Nov-52,,800.0,Not Matched
974,CHS United Plains Ag,,(formerly Wallace County Cooperative Equity Exchange),,Sharon Springs,,"102 N. Front St., 67758              ",  (785) 943-5422,NREX 7264,NREX,7264,,SD40-2,Mar-80,,3000.0,Not Matched
975,CHS United Plains Ag,,(formerly Wallace County Cooperative Equity Exchange),,Sharon Springs,,"102 N. Front St., 67758              ",  (785) 943-5422,CHSX 6971,CHSX,6971,,SD40-2,Apr-71,2019.0,3000.0,Reporting Match
976,Progressive Ag Cooperative,,,,South Haven,,403 Clyde St.,,,,,27609.0,SD18,-63,,1800.0,Not Matched
977,Westar â€“  Jeffrey Energy Center,,(formerly Kansas Power & Light / Western Resources),,St. Marys,,    (17 m N/W of...)  ,,,,,30979.0,GE 25ton,May-51,,,Not Matched
978,Erman Corp.   , (subs. Weco Trading),,scrap yard,Turner / Kansas City,,"6600 Thorn Dr., Kansas City, 66106     ", (913) 287-4800,,,,12567.0,SW1200,Jun-51,,1200.0,Not Matched
979,Erman Corp.   , (subs. Weco Trading),,scrap yard,Turner / Kansas City,,"6600 Thorn Dr., Kansas City, 66106     ", (913) 287-4800,,,,,NW2,Mar-41,,1000.0,Not Matched
980,Erman Corp.   , (subs. Weco Trading),,scrap yard,Turner / Kansas City,,"6600 Thorn Dr., Kansas City, 66106     ", (913) 287-4800,,,,18003.0,GE 65ton,Sep-43,,,Not Matched
981,"Castle Rock Marketing, LLC",,,,Wakeeney,,(~3 m. E of...),,,,,15131.0,SW9,-51,,1200.0,Not Matched
982,Bartlett & Co. ,,, (grain elevator),Wichita,,"3311 N. Emporia St., 67219            ",  [(316) 838-7421],,,,16375.0,GP7,-52,,1500.0,Not Matched
983,Occidental Chemical,,(formerly Vulcan Chemical),,,,6200 S. Ridge Road  67215    [(316) 524-4211],,,,,15738.0,SW8,Dec-51,1995.0,800.0,Not Matched
984,ADM / Growmark â€“ Wolcott Elevator ,,(Formerly Smoot Grain),,Wolcott,,"10520 Wolcott Dr. (SR 5)         (on Marxen Rd., off Wolcott Dr.)",(913) 788-7226,,,,77079.0,S1,Apr-50,1984.0,,Not Matched
985,Alliance Ag & Grain,,(formerly Right Cooperative Elevator Association),,Wright,,"N. Main St., 67882     ", [(316) 227-8611],,,,24961.0,GP9,-58,1995.0,1750.0,Not Matched
986,Alliance Ag & Grain,,(formerly Right Cooperative Elevator Association),,Wright,,"N. Main St., 67882     ", [(316) 227-8611],,,,22729.0,"GP9""B""",Jul-57,2001.0,,Not Matched
987,"Excel Mining / M C Mining, LLC          ",(subs. Alliance Coal),,,John's Creek  (Pikeville)      (Scotts Branch siding),,"4126  Rt. 194, Pikeville, KY 41501       (~16 mi. N or Pikeville)        (606) 631-9460",,,,,89341.0,S2,Feb-76,,,Not Matched
988,River Metals Recycling,(subs. DJJ / David J Joseph Co.),(formerly CRHS  Mansbach Metal Co. ),,Ashland,Ky.,"1900 Front St.             ( P.O. Box 1179, 41105)         ",  [(606) 329-9600],PRLX 61,PRLX,61,,SW900 [Ex Mansbach Metal #861,,,,Reporting Match
989,Arkema,,"(formerly Elf Atochem North America, Inc.)",,Calvert City,,"4444 Industrial Parkway          (P. O. Box 187, 42029)      ",  [(502) 395-7121],,,,,SW1m,Jun-46,1992.0,,Not Matched
990,Calgon Carbon Corp.,,,,Catlettsburg,,"US 23            (PO BOX 664, 41129)     ", [(606) 739-8681],,,,131.0,VO1000,,1997.0,,Serial Match
991,Lodestar Energy,,,,Coal Run,,"  (N. of Pikeville, on US 23)",,,,,89254.0,S2,Jun-80,,,Not Matched
992,Progress Rail Services,,(formerly Glover Group  -  Corbin Div.),(car shop)  ,Corbin,,"385 SR 2417, 40701 (on ""N. Ridge Rd. - 2 mi. E of...)", [(606) 523-0120],,,,13953.0,SW9,Feb-51,,1200.0,Not Matched
993,Progress Rail Services,,(formerly Glover Group  -  Corbin Div.),(car shop)  ,Corbin,,"385 SR 2417, 40701 (on ""N. Ridge Rd. - 2 mi. E of...)", [(606) 523-0120],,,,23644.0,GP9,Apr-57,,1750.0,Not Matched
994,Progress Rail Services,,(formerly Glover Group  -  Corbin Div.),(car shop)  ,Corbin,,"385 SR 2417, 40701 (on ""N. Ridge Rd. - 2 mi. E of...)", [(606) 523-0120],,,,20296.0,GP9,Apr-55,,1750.0,Not Matched
995,"Coastal Coal Co., LLC  ï¿½  Democrat ",,(formerly Enterprise Coal Co.),,Deane,,   Razorblade Rd.,,,,,,S2,,,,Not Matched
996,Progress Rail Services,,(formerly Corbin Railway Service),,Decoursey / Taylor Mill,,"8587 Railroad Dr., (Taylor Mill), Ky.     (in ex-CSX shop)  (P.O. Box 15399 , Covington, KY 41015)    ", [(251-5564],,,,14099.0,SW9,-51,,1200.0,Not Matched
997,Progress Rail Services,,(formerly Corbin Railway Service),,Decoursey / Taylor Mill,,"8587 Railroad Dr., (Taylor Mill), Ky.     (in ex-CSX shop)  (P.O. Box 15399 , Covington, KY 41015)    ", [(251-5564],,,,,TR5A,Mar-51,,,Not Matched
998,Progress Rail Services,,(formerly Corbin Railway Service),,Decoursey / Taylor Mill,,"8587 Railroad Dr., (Taylor Mill), Ky.     (in ex-CSX shop)  (P.O. Box 15399 , Covington, KY 41015)    ", [(251-5564],,,,,SW1500,-72,,1500.0,Not Matched
999,Kentucky Utilities Co. / KU Energy  -  Ghent Generating Station,,,,Ghent,,"    (head office: 1 Quality Dr., Lexington, Ky. 40507)",,,,,29935.0,GE 45ton,Jun-49,,,Not Matched
1000,Vulcan Materials,, (formerly Reed Crushed Stone),,Grand Rivers,,"947  US Hwy. 62, 42045                  ", [(270) 362-1232],,,,31238.0,SW1200,Mar-66,1985.0,1200.0,Not Matched
1001,Koppers Corp.    ,,(formerly Bond Bros.),,Guthrie,,"Merriweather Road , 42234           ",  (270) 483-2541,,,,,Plymouth 35ton MDT,Oct-53,,,Not Matched
1002,Holston Mining Inc.    ,(subs. Pyxis Resources Co. / Pittson Co.),,,Hatfield Siding   (Nolan / Hatfield),,"Bent Branch Road (off SR 468)   (on NS Nolal spur, off Nolan Spur)  (W. of Nolan)  ",[(606) 237-4327],,,,,S2,,,,Not Matched
1003,SGL Carbon Corp.,(j/v Sigri & Horsehead Resources)  ,(formerly Great Lakes Carbon),,Hickman,,"Myron Cory Rd., 42050      (S ofï¿½)",  [(502) 236-2512]  ,,,,30425.0,GE 25ton,Sep-49,,,Not Matched
1004,"Hopkinsville Elevator Co., Inc. - Casky Branch",,,,,,"4895 Pembroke Rd. (US 41), 42240        (~4 mi. SE of...)",(270) 475-9600,,,,11346.0,GP7,Nov-50,,1500.0,Not Matched
1005,Louisville Gas & Electric Co.  -  Mill Creek Station      (subs. LG&E Energy / Powergen plc),,,,Kosmodale   (Louisville),,"      (head office: P.O. Box 32010, Louisville, Ky.)",,,,,31039.0,GE 80ton,Nov-51,1971.0,,Not Matched
1006,GE Appliances,(subs Haier Co.),(formerly General Electric),,,,"4000 Buechel Bank Rd. / GE Appliance Park, 40225  ",  [(502) 452-4311],,,,32079.0,GE 80ton,Dec-53,,,Not Matched
1007,GE Appliances,(subs Haier Co.),(formerly General Electric),,,,"4000 Buechel Bank Rd. / GE Appliance Park, 40225  ",  [(502) 452-4311],,,,32230.0,GE 80ton,Oct-54,,,Not Matched
1008,GE Appliances,(subs Haier Co.),(formerly General Electric),,,,"4000 Buechel Bank Rd. / GE Appliance Park, 40225  ",  [(502) 452-4311],,,,32370.0,GE 80ton,Feb-56,,,Not Matched
1009,"East Kentucky Power Co-Op, Inc.  -  Spurlock Plant",,,,Maysville,,"     (head office: 4758 Lexington Rd., Winchester, Ky., 40391)",,,,,39026.0,GE 80ton,May-75,,,Not Matched
1010,"Addington Mining, Inc. ï¿½ Martiki Prep Plant ",,,,McClure,,"~6 mi. W. of Lovely, on Rt. 1439        (on NS - Wolf Creek Branch, in Martin County)",,,,,89680.0,S2,Apr-78,,,Not Matched
1011,Castlen Transloading,,,transload,Owensboro,,"4701 SR 2830, 42303",  (270) 264-2734,SCS 108,SCS,108,28936.0,SW1200,Apr-64,,1200.0,Not Matched
1012,SCH Four Rivers Terminal,,,barge terminal,Paducah,,"7110 Noble Rd., 42086",,GMTX 2144,GMTX,2144,,GP38-2,Nov-76,,2000.0,Not Matched
1013,"Excel Mining, LLC - #1A Slope Mine",,(formerly Pontiki Coal Co.)  ,,Pontiki  (McLure),,"   (on N-S - Wolf Creek Branch, in Martin County)     ", [(606) 395-6434],,,,,Brookville 10ton BCC,Jun-81,,,Not Matched
1014,Logan Aluminum,,,,Russellville,,"6920 Lewisburg Rd., 42276",(270) 755-6000,R.J. Corman 9006,Corman,Corman 9006,22995.0,GP9,-57,,1750.0,Not Matched
1015,"Sidney Coal Co, Inc. â€“ Big Creek Processing Plant     ",(subs. Massey Energy  Corp.),(formerly Pickands-Mather Co.  -  Leslie Mine),,Sidney,,"115 N. Big Creek Rd. (SR 468)  (N. of...)      (P.O. Box  299, 41564)        (on NS Sidney Spur)",[(606) 353-7201]  ,,,,25379.0,SD24,Sep-59,,2400.0,Not Matched
1016,Bell County Coal Corp.    ,(subs. James River Coal),,,Stony Fork Jct.  (Middlesboro),,"Pruden Rd.         (P.O. Box 758, Middlesboro, Ky., 40965)      ",  [(606) 248-6404],,,,21498.0,GP9,Mar-56,,1750.0,Not Matched
1017,Big Rivers Electric Corp.,,,,Wilson Station   (Centertown),,"   (P.O. Box 547, 42328)",,,,,44330.0,GE 144ton,Sep-83,,,Not Matched
1018,Stupp Corp,,,pipe,Scotlandville / Baton Rouge,,"12555 Ronaldson Rd., 70807",(225) 775-8800,,,,20678.0,SW1200,Oct-55,,1200.0,Not Matched
1019,ADM  /  Gromark River Systems,,(formerly Farmers Export),,Ama,,"11079 River Rd.  (Hwy. 18)      (P.O. Box 97, 70031]      (8 mi. West of Avondale, on UP (MP))",  [(504) 431-8421]  ,,,,13314.0,GP7,-51,,1500.0,Not Matched
1020,Pilgrim's Pride Corp.,,{formerly ConAgra Broiler Co. - Arcadia Div.),(feed mill),Arcadia,," Hwy 80 W       (East of...)       (P.O. Box 90, 71001)    ",    [(318) 255-7660],,,,16883.0,GP7,-52,,1500.0,Not Matched
1021,Pilgrim's Pride Corp.,,{formerly ConAgra Broiler Co. - Arcadia Div.),(feed mill),Arcadia,," Hwy 80 W       (East of...)       (P.O. Box 90, 71001)    ",    [(318) 255-7660],,,,20077.0,GP18,Jan-63,,1800.0,Not Matched
1022,International Paper  â€“  Louisiana Mill,,,,Bastrop,,315 Airport Rd.                   ,  [(318) 281-7204],RS 1205,RS,1205,16940.0,SW9,May-52,1987.0,1200.0,Not Matched
1023,International Paper  â€“  Louisiana Mill,,,,Bastrop,,315 Airport Rd.                   ,  [(318) 281-7204],RS 1206,RS,1206,21016.0,SW1200,Dec-55,1987.0,1200.0,Not Matched
1024,Exxon Mobil,,,,Baton Rouge,,4046 Scenic Hwy.,,Rail-Link1202,Link,,18862.0,SW9,Oct-53,,1200.0,Not Matched
1025,Exxon Mobil - coke unit,,,,,,4046 Scenic Hwy.,,,,,18962.0,SW9,Dec-53,2016.0,1200.0,Not Matched
1026,Formosa Plastic Corp.,,,,,,"Gulf States Rd.      (PO Box 271, 70821)      ", [(504) 356-3341]],RE 511,RE,511,18108.0,SW1,May-53,,600.0,Not Matched
1027,"Lula Westfield, LLC  ",,(formerly Savoie Ind.   â€“  Lula Plantation),(sugar)           ,Belle Rose,,"351 Highway 999, 70341                      ",   [(225) 473-9293],,,,,Plymouth 10ton DHD,Mar-49,,,Not Matched
1028,"Stolthaven New Orleans, LLC",,,liquids transhipment and storage,Braithwaite,,"2444 English Turn Rd., 70040",(504) 682-9989,GMTX 201,GMTX,201,74641.0,MP15,,,,Not Matched
1029,Watco Switching,,,,Brimstone,,,,WAMX 1801,WAMX,1801,25365.0,SD24,Jul-59,,2400.0,Not Matched
1030,Ormet Corp.  â€“  Burnside Bulk Terminal Div.   ,,(subs. Ohio River Associates),(barge loading)    ,Burnside,,"Hwy. 22,  70738           ",  [(504) 473-9241],,,,29072.0,GE 44ton,Nov-47,,,Not Matched
1031,IC Rail Marine Terminal,,,,Convent,,7790 Hwy. 44,,,,,14369.0,SW9m,Jun-51,,,Not Matched
1032,Occidental Chemical Corp.   (Oxychem),,,,,,"7377 Highway 3214,  70723               ",  [(225) 562-7364 ],Inman 204,Inman,204,10084.0,SW1 [,Dec-49,,,Not Matched
1033,Zen-Noh Grain Corp.,,,,,,"8886 River Rd.   (SR 44)               (P.O. Box 207, 70723)                            ",[(225) 562-3571 ],,,,16744.0,SW9,Dec-52,,1200.0,Not Matched
1034,Archer-Daniels-Midland,,(formerly St. Charles Elevator Co.),,Destrehan,,"12710  River Rd.           (P.O. Box 120, Ama, La. 70031)                  ",  [(504) 764-7586],,,,35232.0,SW1500,-69,,1500.0,Not Matched
1035,Bunge Corp.,,,(export grain elevator),,,"12442 River Road                 (P.O. Box 156, 70047)           ",    [(504) 764-6516],,,,79822.0,S4,Apr-53,,,Not Matched
1036,Bunge Corp.,,,(export grain elevator),,,"12442 River Road                 (P.O. Box 156, 70047)           ",    [(504) 764-6516],,,,19537.0,SW1200,Aug-54,,1200.0,Not Matched
1037,BASF Corp.,,,,Geismar,,"River Rd. / SR30 E., 70734",,,,,17888.0,,Jun-53,,,Not Matched
1038,BASF Corp.,,,,Geismar,,"River Rd. / SR30 E., 70734",,RSSX 8260,RSSX,8260,17736.0,,Apr-53,,,Reporting Match
1039,Nutrien,, (formerly PCS Nitrogen),,,,"10886  SR 75, 70734",(225) 621-1500,,,,60327.0,Whitcomb 45ton 45DE27b,Jun-44,,,Not Matched
1040,Nutrien,, (formerly PCS Nitrogen),,,,"10886  SR 75, 70734",(225) 621-1500,,,,16413.0,SW9m,May-52,,,Not Matched
1041,Shell Chemical Co.,,,,,,,,RS 8063,RS,8063,19905.0,GP9,Dec-54,2002.0,1750.0,Not Matched
1042,Shell Chemical Co.,,,,,,,,LTEX 1144,LTEX,1144,,MP15,Jun-77,2025.0,,Not Matched
1043,DJ Railcar Serices       ,,"(formerly Hou-Tex Rail, Inc.)",,Georgetown,,"3080 SR 3098, 71432   (P.O. Box 27)   318-827-5295    (on ex LOAM trackage West of UP)",,,,,,Plymouth 25ton ML-6,Mar-41,,,Not Matched
1044,Kinder Morgan Bulk Services â€“ Gramercy Bulk Terminal  (Port Terminal #7)      ,,(formerly Hall Buck Marine),,,,"                 (P.O. Box 35, Burnside, La. 70738)                   ", [(504) 675-5387],Inman 168,Inman,168,14912.0,SW9,-51,1994.0,1200.0,Not Matched
1045,"Bayou Railcar Service, Inc.   ",,(formerly Baton Rouge Railcar Service),,Holden,,"15821 Florida Blvd.   (P.O. Box 426,70744)",,,,,32631.0,GE 25ton,May-56,1992.0,,Not Matched
1046,"Bayou Railcar Service, Inc.   ",,(formerly Baton Rouge Railcar Service),,Holden,,"15821 Florida Blvd.   (P.O. Box 426,70744)",,,,,15294.0,GE 45ton,Dec-41,1992.0,,Not Matched
1047,"Bayou Railcar Service, Inc.   ",,(formerly Baton Rouge Railcar Service),,Holden,,"15821 Florida Blvd.   (P.O. Box 426,70744)",,,,,29251.0,GE 65ton,Nov-47,,,Not Matched
1048,"West Fraser Timber Co., Ltd.",,(formerly Plum Creek),,Joyce,,"6481 Hwy 34N  (P.O. Drawer 1, 71440)      ",  [(318) 628-3953],,,,32321.0,GE 25ton,Mar-55,,,Not Matched
