company name,affiliation,former ID,industry type,city,state,address / directions,Phone #,Full Reporting Number,Reporting Mark,Reporting Number,locomotive serial number,locomotive model,Manufactured Date(MM/YY),Acquisition Date,HP
Equistar Chemical,(subs.  Lyondell Basell),(formerly  Lyondell Petrochemicals),,,,8805 Tabler Rd,,SGS 1241,SGS,1241,,SW1200RS,-60,2016,1200
Encompass Grain & Rail Coop  â€“  Allen Station    ,,(formerly Taloma Farmers Grain Co.),(grain elevator),Allen Station / San Jose,,US 136 & CR 3740E     (P.O. Box 11)                (2 mi. w. of San Jose),,,,,20981,GP9,Feb-56,,1750
Encompass Grain & Rail Coop  â€“  Allen Station    ,,(formerly Taloma Farmers Grain Co.),(grain elevator),Allen Station / San Jose,,US 136 & CR 3740E     (P.O. Box 11)                (2 mi. w. of San Jose),,,,,35304,GP38,Jun-69,,2000
Encompass Grain & Rail Coop  â€“  Allen Station    ,,(formerly Taloma Farmers Grain Co.),(grain elevator),Allen Station / San Jose,,US 136 & CR 3740E     (P.O. Box 11)                (2 mi. w. of San Jose),,,,,25669,SD24d,,2021,
Alton Steel,,(formerly Laclede Steel),,Alton,,,,,,,30756,GE 45ton,Jun-50,,
Alton Steel,,(formerly Laclede Steel),,Alton,,,,,,,31302,GE 45ton,Apr-52,,
Alton Steel,,(formerly Laclede Steel),,Alton,,,,,,,31298,GE 45ton,Mar-52,,
Alton Steel,,(formerly Laclede Steel),,Alton,,,,,,,31539,GE 45ton,May-52,,
Mighty River Recycling,,(formerly Azcon),,,,"Chessen Lane, 62002",,,,,29442,SW1200,Jun-64,2021,1200
Vistra Energy  â€“  Baldwin Station,,(formerly Dynegy),,Baldwin,,"10901 Baldwin Road, 62217       (near S/E corner of Baldwin Lake, 2 mi. N. of...)      ",[(618)785-2294],,,,,NW2,May-49,1975,1000
Ag Rail LLC,,,,Bloomington,,"901 Roundhouse Dr., 61701",,LTEX 35,LTEX,35,18180,GP7,May-53,2000,1500
Ag Rail LLC,,,,Bloomington,,"901 Roundhouse Dr., 61701",,WRIX 1229,WRIX,1229,,SD18,,,1800
Nucor Steel - Kankakee Inc.,,(formerly Birmingham Steel Corp.   ),,Bourbonnais  (Kankakee),,"972 E 4500 N Rd., 60914     ", [(815) 937-3131],,,,15074,GE 65ton,Nov-41,,
Nucor Steel - Kankakee Inc.,,(formerly Birmingham Steel Corp.   ),,Bourbonnais  (Kankakee),,"972 E 4500 N Rd., 60914     ", [(815) 937-3131],,,,15736,GE 65ton,Dec-42,,
Nucor Steel - Kankakee Inc.,,(formerly Birmingham Steel Corp.   ),,Bourbonnais  (Kankakee),,"972 E 4500 N Rd., 60914     ", [(815) 937-3131],,,,38999,GE 100ton,Jun-74,,
Nucor Steel - Kankakee Inc.,,(formerly Birmingham Steel Corp.   ),,Bourbonnais  (Kankakee),,"972 E 4500 N Rd., 60914     ", [(815) 937-3131],NREX 1437,NREX,1437,16440,SW9,Nov-52,2017,1200
ConAgra,,,,Browns,,N850N  (off CR 700E)  (~2M W of...),,,,,25306,GP9,Jun-59,2005,1750
COFCO International,,(formerly COFCO - Growmark LLC),grain barge loading,Cahokia,,195 American Grain St., (314) 627-6840,Prairie Line / TPLX 6576,TPLX,Line / TPLX 6576,24360,GP9,,2020,1750
COFCO International,,(formerly COFCO - Growmark LLC),grain barge loading,Cahokia,,195 American Grain St., (314) 627-6840,,,,,CF7 Ex Consolidated Grain & Barge,,,
Bunge Grain,,,,Cairo,,"203 34th St., 62914     ", [(618) 734-3372],,,,,NRE 1GS7B,,,
Monterey Coal Co.  -  Monterey Mine #1   ,(subs. Exxon Coal & Minerals),,,Carlinville,,"14300 Brushy Mound Rd.       (3 mi. S. of...)      (RR4, box 235, 62626)        ",[(217) 854-3291],,,,,Plymouth 10ton DDT,Feb-76,,
"Andersons, Inc.     ",,,(grain),Champaign,,3515 N. Staley Road  (RR 3 C)     ,  [(217) 352-7011],,,,,Plymouth 40ton MDT,Dec-68,,
"Andersons, Inc.     ",,,(grain),Champaign,,3515 N. Staley Road  (RR 3 C)     ,  [(217) 352-7011],,,,,Plymouth 40ton MDT,Dec-68,,
"Hoffman Transportation, Inc.",,,,,,"24708 W. Durkee Road, 60410   (south side of Des Plaines River, /  Durkee Road is off River Rd.)  ", [(815) 423-2083],,,,,SW8,Feb-51,2001,800
"Hoffman Transportation, Inc.",,,,,,"24708 W. Durkee Road, 60410   (south side of Des Plaines River, /  Durkee Road is off River Rd.)  ", [(815) 423-2083],,,,,SW1000,Jul-79,,1000
Ineos,,(formerly Flint Hills Resources),,,,"23425 Amoco Rd., 60410",,GMTX 725,GMTX,725,,NW2 [,Apr-49,,
Ineos Styrolutions,,(formerly IneosNova),(chemical),,,"25846 SW Frontage Rd., 60410   ", [(866) 890-6353],GMTX 56,GMTX,56,33490,SW1001,Aug-68,2016,1000
ADM Milling      ,,(formerly Dixie Portland Flour Mills),,Chicago,,1300 W. Carroll Ave.      (W. Carroll Ave. & Ogden Ave.),  [(312) 666-2465]   ,,,,31767,GE 35ton,Nov-52,,
Azcon Railcar    ,,(formerly Hyman Michaels),,,,"13733 S. Avenue O St., 60633    ",  [(773) 646-5382],,,,,Midwest 25ton,Apr-32,,
Befesa Zinc USA Inc.,,(formerly American Zinc Recycling Corp.),mill waste recovery,,,"2701 E. 114th St., 60617   ",  [(773) 933-9260],GMTX 78,GMTX,78,35892,SW1000,Dec-70,,1000
EmEsCo Marine Terminal Corp.,,,,,,12100 S. Stony  Island Ave.     ,  (773)  646-2100,RLCX 713,RLCX,713,77116,S1,Dec-49,,
KCBX Terminal Co.    ,(subs. Koch Carbon)     ,(formerly Calumet Transload RR),,,,10730 S. Burley Ave.,,GMTX 115,GMTX,115,,SW1500,Feb-71,,1500
KCBX Terminal Co.    ,(subs. Koch Carbon)     ,(formerly Calumet Transload RR),,,,10730 S. Burley Ave.,,GMTX 168,GMTX,168,35599,SW1500,,,1500
Kinder Morgan Terminals,,"(formerly Stolt Terminals, Inc.)",,,,"12200 S. Stony Is. Ave., 60633    (E. 122nd St. & S. Stoney Island Ave. - in Calumet Industrial Corridor)",(773) 646-4440,,,,,SW1,Aug-49,,600
Kinder Morgan Terminals,,"(formerly Stolt Terminals, Inc.)",,,,"12200 S. Stony Is. Ave., 60633    (E. 122nd St. & S. Stoney Island Ave. - in Calumet Industrial Corridor)",(773) 646-4440,,,,27879,SW1200,-63,2011,1200
Kinder Morgan Terminals,,"(formerly Stolt Terminals, Inc.)",,,,"12200 S. Stony Is. Ave., 60633    (E. 122nd St. & S. Stoney Island Ave. - in Calumet Industrial Corridor)",(773) 646-4440,MVPX #117,,#117,32115,SW1500,Nov-66,,1500
Luria Bros.   ,(subs. Philip Services),,,,,"350 North Artesian Ave., 60612", (312) 666-4100,,,,30751,GE 45ton,Jun-50,,
Maryland Pig Iron of Illinois,,(formerly Midwest Metallics),,,,12901 S. Stony Island Ave.     , [646-1800],MM2,MM,,14498,SW8,Sep-51,,800
Reserve Iron & Metal L.P.,,(formerly Cozzi Iron & Metal),,,,"12700 S. Doty Ave., 60633         ",  [(773) 646-2121],,,,,GE 45ton Ex Cozzi Iron & Metal,,,
Bulkmatic Transport Co.,,,,Chicago Heights,,2351 State St. 60411                      ,  [(708) 758-2500 ],WAMX 1799,WAMX,1799,,MP15,Nov-82,2018,
"JM Industries, LLC",,,machining,,,"330 E Joe Orr Rd., 60411",(708) 758-2600,,,,,GE 65ton,,,
Hoffman Transportation,,,warehouse,Coal City,,"7300 E Reed Ed., 60416",(815) 860-6500,,,,,,-55,,
Primary Products Grain LLC / Primient,,(formerly Tate & Lyle),,Coles,,"CR 000 E     (on IC between Matoon & Sullivan)   (RR1, Box 107, Matoon, Il. 61938)  ",  [(217) 234-2755],GMTX 518,GMTX,518,11662,SW7m,Aug-50,2023,
Grainland Cooperative - Eureka Location,,(formerly Eureka Grain),,Cruger   (Eureka),,"927 CR 3 / 1200 E / 1358, Eureka, Il., 61530",(309) 467-2355,,,,18854,SW9m,Nov-53,1998,
Consolidated Grain & Barge ,  (j/v Zen-Noh & Itochu),,,Curran,,                   ,       [(217) 483-2442],,,,73760,RS1,Jun-45,,
Midwest Trans-load,,,,Cutler,," Pryatt-Cutler Rd., 62238    (old Captain Mine site - 5 mi. S/E of Cutler)         ",(608) 497-2515,,,,,SW1500,-71,,1500
Midwest Trans-load,,,,Cutler,," Pryatt-Cutler Rd., 62238    (old Captain Mine site - 5 mi. S/E of Cutler)         ",(608) 497-2515,,,,31748,SW1500,Jul-66,,1500
Midwest Trans-load,,,,Cutler,," Pryatt-Cutler Rd., 62238    (old Captain Mine site - 5 mi. S/E of Cutler)         ",(608) 497-2515,,,,,SW1500,-72,2016,1500
Bunge Milling,,(formerly Lauhoff Grain Co.),(corn milling),Danville,,"321 E. North St.   (P.O. Box 571, 61832)      ",  [(217) 442-1800],,,,29936,GE 45ton,May-49,,
Bunge Milling,,(formerly Lauhoff Grain Co.),(corn milling),Danville,,"321 E. North St.   (P.O. Box 571, 61832)      ",  [(217) 442-1800],,,,,GE 65ton,,,
Bunge Milling,,(formerly Lauhoff Grain Co.),(corn milling),Danville,,"321 E. North St.   (P.O. Box 571, 61832)      ",  [(217) 442-1800],,,,,NRE 1GS7B,,,
Prairie States Warehouse Inc. / PCS Sales â€“ Danville Potash Terminal,,,,,,"3400 Jones Rd., 61834     ", [(217) 443-0260],,,,,S2,,,
Archer-Daniels-Midland    ,,,(railcar shop),Decatur,,,,,,,15188,GE 80ton,Mar-42,,
Archer-Daniels-Midland    ,,,(railcar shop),Decatur,,,,,,,14357,SW9,Jun-51,,1200
"East Dubuque Nitrogen Fertilizers, LLC",(j.v. CVR & Rentech Energy Midwest Corp.),(formerly Rentech Energy Midwest Corp.  ),nitrogen,East Dubuque,,16675 US Hwy. 20W   61025     , [(815) 747-3101],GMTX 65,GMTX,65,33184,SW1000,Aug-67,,1000
Logistics Park Dubuque,(subs. Alliant Energy),IEI Barge Services,,,,18525 US 20W           , [(815) 747-2210],,,,18352,SW8,Jun-53,,800
Gavilon,,(formerly Peavey Grain  ),grain to barge,East St. Louis / Sauget,,"10 Pitzman Ave. ,Sauget, Il.  62201      ",[(618) 274-4306],,,,14046,SW9,May-51,,1200
Gavilon,,(formerly Peavey Grain  ),grain to barge,East St. Louis / Sauget,,"10 Pitzman Ave. ,Sauget, Il.  62201      ",[(618) 274-4306],,,,25306,GP9,Jun-59,,1750
Elkhart Grain Co.,,,,Elkhart,,"120 Old Rt. 66, 62634",,,,,17467,GP7,Oct-52,2002,1500
Stepan,,,,Elwood,,"22500 Stepan Rd., 60421",(847) 446-7500,,,,,EMD switcher,,,
Consolidated Grain & Barge,  (j/v Zen-Noh & Itochu),,,Enfield,,"707 Church St., 62835",(618) 963-2316,,,,18490,GP7,-53,,1500
Cargill Inc,,,,Gibson City,,"SR 47, 60936-2007)     ", [(217) 784-4211],,,,74662,MP15,-75,,
"Solae, LLC",,"( formerly Central Soya Co., Inc.)",(soy processing),,,"   124 N SR 47    (P.O. Box 112, 60936)       ", [(217) 784-8261],,,,18032,GE 45ton,Sep-43,,
"Solae, LLC",,"( formerly Central Soya Co., Inc.)",(soy processing),,,"   124 N SR 47    (P.O. Box 112, 60936)       ", [(217) 784-8261],,,,29793,SW1200,Mar-65,1997,1200
"Cargill, Inc.           ",,(formerly Continental Grain Co.),,Gilman,,"830 S. Crescent St., 60938     [(815) 265-7251]",,,,,76157,S2,Aug-48,,
Amsted Rail,,(formerly American Steel Foundries),,Granite City,,1700 Walnut St,,,,,60202,Whitcomb 65ton 65DE17a,Jan-43,,
Amsted Rail,,(formerly American Steel Foundries),,Granite City,,1700 Walnut St,,,,,15269,GE 65ton,May-42,1974,
Foster Townsend Rail Logistics / Tri City Port Authority,,,,,,,,MRS 001,MRS,1,20942,SW900,Dec-55,,900
Foster Townsend Rail Logistics / Tri City Port Authority,,,,,,,,,,,33542,SW1500,Nov-67,,1500
TMS International,,(formerly  Luria Bros.),,,,"2520 E. 23rd St., 62040     ", [(618) 451-9526),,,,,SW1,,,600
United States Steel               ,,(formerly National Steel),,,,   (at Tri City Port Authority),,,,,23176,SW900,Apr-57,,900
United States Steel  â€“  Granite City Works           ,,(formerly Granite City Steel  â€“  Div. National Steel ),,,,"20th & State St.,  62040   ", [(618) 451-3456],,,,23176,SW900,Apr-57,,900
United States Steel  â€“  Granite City Works           ,,(formerly Granite City Steel  â€“  Div. National Steel ),,,,"20th & State St.,  62040   ", [(618) 451-3456],,,,23176,SW900,Apr-57,,900
United States Steel  â€“  Granite City Works           ,,(formerly Granite City Steel  â€“  Div. National Steel ),,,,"20th & State St.,  62040   ", [(618) 451-3456],,,,28763,SW1200,Mar-64,,1200
United States Steel  â€“  Granite City Works           ,,(formerly Granite City Steel  â€“  Div. National Steel ),,,,"20th & State St.,  62040   ", [(618) 451-3456],,,,27871,SW1200,-63,,1200
United States Steel  â€“  Granite City Works           ,,(formerly Granite City Steel  â€“  Div. National Steel ),,,,"20th & State St.,  62040   ", [(618) 451-3456],,,,30007,SW1200,-65,,1200
United States Steel  â€“  Granite City Works           ,,(formerly Granite City Steel  â€“  Div. National Steel ),,,,"20th & State St.,  62040   ", [(618) 451-3456],,,,20328,SW1200,Mar-55,,1200
United States Steel  â€“  Granite City Works           ,,(formerly Granite City Steel  â€“  Div. National Steel ),,,,"20th & State St.,  62040   ", [(618) 451-3456],,,,20543,SW 1200,Sep-55,,
United States Steel  â€“  Granite City Works           ,,(formerly Granite City Steel  â€“  Div. National Steel ),,,,"20th & State St.,  62040   ", [(618) 451-3456],,,,24032,SW1200,Dec-57,1987,1200
United States Steel  â€“  Granite City Works           ,,(formerly Granite City Steel  â€“  Div. National Steel ),,,,"20th & State St.,  62040   ", [(618) 451-3456],,,,29444,SW1200u,-64,,
United States Steel  â€“  Granite City Works           ,,(formerly Granite City Steel  â€“  Div. National Steel ),,,,"20th & State St.,  62040   ", [(618) 451-3456],,,,30010,SW1200,-65,,1200
United States Steel  â€“  Granite City Works           ,,(formerly Granite City Steel  â€“  Div. National Steel ),,,,"20th & State St.,  62040   ", [(618) 451-3456],,,,22086,SW1200,Jan-57,,1200
United States Steel  â€“  Granite City Works           ,,(formerly Granite City Steel  â€“  Div. National Steel ),,,,"20th & State St.,  62040   ", [(618) 451-3456],,,,30747,SW1200,Oct-65,,1200
United States Steel  â€“  Granite City Works           ,,(formerly Granite City Steel  â€“  Div. National Steel ),,,,"20th & State St.,  62040   ", [(618) 451-3456],,,,,SW9,-51,,1200
United States Steel  â€“  Granite City Works           ,,(formerly Granite City Steel  â€“  Div. National Steel ),,,,"20th & State St.,  62040   ", [(618) 451-3456],,,,,SW8 [,Oct-50,,
United States Steel  â€“  Granite City Works           ,,(formerly Granite City Steel  â€“  Div. National Steel ),,,,"20th & State St.,  62040   ", [(618) 451-3456],,,,12868,SW9,Apr-53,2001,1200
United States Steel  â€“  Granite City Works           ,,(formerly Granite City Steel  â€“  Div. National Steel ),,,,"20th & State St.,  62040   ", [(618) 451-3456],,,,31749,SW1500,Jul-66,2005,1500
United States Steel  â€“  Granite City Works           ,,(formerly Granite City Steel  â€“  Div. National Steel ),,,,"20th & State St.,  62040   ", [(618) 451-3456],,,,14567,SW8m,Aug-51,2004,
"Allied Tube & Conduit, Inc. / Atkore",,,,Harvey,,"16100 S. Lathrop St.,  60426  ",  [(708) 339-1610],MLS 9069,MLS,9069,10408,SW7,Mar-50,1996,1200
Marquis Energy LLC,,,ethanol,Hennepin,,"11953 Prairie Industrial Parkway, 61327",,MVPX 905,MVPX,905,20892,SW900,Dec-56,2020,900
Centilion,,(formerly Unity Evirotech),,Henry,,"1557 CR 1400 N, 61537   (1 m. N. of..., off N.  Richard Road)    ",   [(309) 364-2361],,,,60344,Whitcomb 65ton 65DE19a,Nov-43,1995,
Centilion,,(formerly Unity Evirotech),,Henry,,"1557 CR 1400 N, 61537   (1 m. N. of..., off N.  Richard Road)    ",   [(309) 364-2361],,,,,GE 45ton,,,
ADM Growmark,,,barge terminal,Hilliards  (Creve Coeur),,910 Wesley Rd.  (off SR 29),(309) 699-9581,,,,19235,GP9,Feb-54,,1750
Bunge,,,grain,Homer,,"402 E Coffeen St, 61849",(217) 896-2494,MVPX 103,MVPX,103,22632,GP9,Oct-56,,1750
"Midwest Generation, LLC  -  Plaines Plant          ",,(formerly Commonwealth Edison)  -  Joliet Station,,Joliet,,1601 Patterson Rd (Brandon Rd.),,,,,29133,SW1200,Jul-64,,1200
BASF,,(formerly Cognis),,Kankakee,,"2525 S Kensington Ave., 60901",(815) 932-6751,,,,12346,NW2,Oct-47,,1000
J.R. Short Milling Co.,,,,,,"1580 Grinnell Rd., 60901      ", [(815) 937-2633],,,,,Plymouth 40ton WDT-KB,Jan-58,,
Vulcan Materials,,,,Lehigh / Limestone  (Kankakee),,"1277 S 7000 W  Road, Kankakee, 60901    (~5 mi. W. of Kankakee)      ",[(815) 937-7911],PRLX 1220,PRLX,1220,,MP15T,Mar-85,2011,1500
Hanson Material Service,,(formerly Material Service Corp.),gravel mining,Lockport / Romeoville / Plainfield,,"E. 9th & Channel, 60441  [or 101 N. Independence Blvd.  ?]  ",  [(815) 838-6200],,,,19561,SW900,Jun-54,,900
Quality Rail Service,,,rail services,,,1001 College St,,,,,33446,GE 45ton,Mar-60,,
Nutrien,,(formerly PCS Phosphate),,Marseilles,,US 6 & E 2659th Rd,,,,,30638,SW1200,Sep-65,,1200
Nutrien,,(formerly PCS Phosphate),,Marseilles,,US 6 & E 2659th Rd,,OMLX 1460,OMLX,1460,,SW9m,Jun-51,2016,
Staley Grain Inc.,,(formerly Cargill Inc.),,Mattoon,," (s/e of..., at ""Jones"")        7278 East County Road 550N, Mattoon, 61938",,,,,16108,SD7,May-52,,1500
American Electric Power  -  Cook Coal Terminal,,,barge terminal & railcar shop,Metropolis,,,,,,,21197,GP9,,,1750
"Stephan Co., Ltd.          ",,,(specialty chemicals),Millsdale,,(~4mi. N/W of Elwood),,,,,,SW1200,,2001,1200
Archer-Daniels-Midland / Growmark     ,,(formerly Bulk Service Corp.) ,(grain terminal)           ,Mound City,,Commercial Ave.,,GMTX 67,GMTX,67,74624,SW1001,Aug-74,,1000
Consolidated Grain & Barge   ,  (j/v Zen-Noh & Itochu),(formerly Behimer & Kissimer),,,,"100 Commercial Ave., 62963       ", [(618) 748-9215],,,,20168,GP9,Feb-55,,1750
Consolidated Grain & Barge   ,  (j/v Zen-Noh & Itochu),(formerly Behimer & Kissimer),,,,"100 Commercial Ave., 62963       ", [(618) 748-9215],DLCX 100,DLCX,100,20769,GP9,Jan-56,2018,1750
Consolidated Grain & Barge   ,  (j/v Zen-Noh & Itochu),(formerly Behimer & Kissimer),,,,"100 Commercial Ave., 62963       ", [(618) 748-9215],,,,,"SW1200 Formerly at Shattuck, Ok., ex W.B. Johnston Grain #3513",,,
Milano Metals & Recycling,,,scrap,Mt Vernon,,"510 S 6th St., 62864",  (618) 244-3168,,,,32122,GE 45ton,Dec-53,,
Consolidated Grain & Barge    ,  (j/v Zen-Noh & Itochu),(formerly Naples Terminal Co.)    ,(barge loading)   ,Naples,,                           , [(217) 754-3331],,,,83009,RS11,Nov-58,,
Consolidated Grain & Barge    ,  (j/v Zen-Noh & Itochu),(formerly Naples Terminal Co.)    ,(barge loading)   ,Naples,,                           , [(217) 754-3331],,,,,CF7 Ex Midwest Coal Handling #2525,,2001,
Consolidated Grain & Barge    ,  (j/v Zen-Noh & Itochu),(formerly Naples Terminal Co.)    ,(barge loading)   ,Naples,,                           , [(217) 754-3331],,,,11839,GP7,Oct-50,2003,1500
Kaskaskia Regional Port District â€“ KRPD #1,,,river port w/ ~6mi rail line east to the CN,New Athens,," Locate on the Kaskaskia River ~4 mi. S of New Athens, at end of Pike Sawmill Rd.",,,,,12067,GP7,Feb-51,,1500
Kaskaskia Regional Port District â€“ KRPD #1,,,river port w/ ~6mi rail line east to the CN,New Athens,," Locate on the Kaskaskia River ~4 mi. S of New Athens, at end of Pike Sawmill Rd.",,,,,22807,GP9,May-57,,1750
Vistra Energy  -  Newton Plant,,(formerly Dynegy),,Newton,,"     (N/W of Newton Lake, at S. end of 500E) ",,,,,28490,GP35d,Feb-64,,
Buzzi Unicem,,(formerly Lone Star Ind.),(cement terminal),Oglesby,,"490 Portland Ave., 61348          ", [(815) 883-8431],,,,33432,GE 80ton,Feb-59,,
Buzzi Unicem,,(formerly Lone Star Ind.),(cement terminal),Oglesby,,"490 Portland Ave., 61348          ", [(815) 883-8431],,,,19878,GP9,Sep-54,,1750
Consolidated Grain & Barge,  (j/v Zen-Noh & Itochu),,,Olney,,"Rt. 130 N, 62450     ", [(618) 395-7356],,,,22048,GP9,-56,,1750
ADM Terminal Services,,(formerly Garvey Int. / Illinois River Terminal),,Ottawa,, [2054 N 2753rd St ?], [(815) 434-6990],,,,,NW2,Aug-46,,1000
Ludlow Cooperative Elevator Co.,,,,Paxton,,"1055 N Railroad Ave., 60957     ",  [(217) 379-4366],,,,,NW2m,Oct-47,,
Ludlow Cooperative Elevator Co.,,,,Paxton,,"1055 N Railroad Ave., 60957     ",  [(217) 379-4366],,,,22483,SW1200,-57,,1200
Agri Marketing,,,,Pekin,,"S. Cargill Rd.    (off SR 9, on west side of Illinois River)",,,,,60160,Whitcomb 80ton,Aug-42,1999,
American Milling Co.,,,,,,"1811 American St., 61554     ", [(309) 347-6888],,,,,MP15AC,Aug-75,2016,1500
Alter Recycling  ,,(formerly Luria Bros.),(scrap)    ,Peoria,,   (scrap service for Keystone Steel & Wire),,,,,,NW2,Jun-48,,1000
Archer-Daniels-Midland / Growmark  -  Riverside Elevator,,,,,,"Foot of Edmund St.,  61602     (next to Illinois River, near BN roundhouse)", [(309) 673-7828]  ,,,,24318,GP9,Nov-59,,1750
Archer-Daniels-Midland / Growmark  -  Riverside Elevator,,,,,,"Foot of Edmund St.,  61602     (next to Illinois River, near BN roundhouse)", [(309) 673-7828]  ,,,,,LEAF,,2015,
"Komatsu - Dresser,  Haulpack Div.",,,,,,2300 NE Adams St.  61603   , [(309) 672-7000],,,,15631,GE 65ton,Jun-42,,
Liberty Steel,(subs. GFG Alliance),(formerly Keystone Steel & Wire),steel,,,1000 SW Adams St.  61641 ,  [(309) 697-7020],,,,,SW1200,,,1200
Prairie Central Cooperative,,,,Pontiac,,"  (N/E of ...)    CR 200, off old US 66",,RE 1019,RE,1019,77825,S2,Nov-49,,
Prairie Central Cooperative,,,,Pontiac,,"  (N/E of ...)    CR 200, off old US 66",,MALX 1330,MALX,1330,,C420,Aug-67,,2000
"Midwest Generation, LLC  -  Powerton Station           ",,(formerly Commonwealth Edison),,Powerton  (Pekin),,"R.R. 3, Box 402A",,,,,20702,SW1200,Oct-55,1987,1200
Cleveland Cliffs,,(formerly Mittal),,Riverdale,,,,,,,,[ SW8,-46,,
Cleveland Cliffs,,(formerly Mittal),,Riverdale,,,,,,,,[ SW900,-44,,
Cleveland Cliffs,,(formerly Mittal),,Riverdale,,,,,,,10111,SW1,Jul-49,,600
Cleveland Cliffs,,(formerly Mittal),,Riverdale,,,,,,,72679,SW1001,Feb-73,,1000
Cleveland Cliffs,,(formerly Mittal),,Riverdale,,,,,,,20679,SW1200,Nov-55,1997,1200
"Marathon Ashland Petroleum, LLC",,(formerly Marathon Oil Co.),,Robinson,,,,,,,22648,GP,Oct-56,,
"Marathon Ashland Petroleum, LLC",,(formerly Marathon Oil Co.),,Robinson,,,,,,,17981,GP7,Apr-53,,1500
"Marathon Ashland Petroleum, LLC",,(formerly Marathon Oil Co.),,Robinson,,,,,,,19213,GP9,Feb-54,,1750
Alter Trading Corp.,,"(formerly Behr (Joseph) & Sons, Inc)",(scrap yard) ,Rockford,,"1100 Seminary St., 61104                                 ", (815) 987-2600,,,,13000,GE 65ton,Apr-41,2001,
Will County Coal Handling / Midwest Generation LLC,,,,Romeoville,,529 E. Romeo Rd.,,,,,25601,SD24d,-59,,
Will County Coal Handling / Midwest Generation LLC,,,,Romeoville,,529 E. Romeo Rd.,,,,,25415,SD24d,Jul-59,,
Sauget Cahokia Marine Terminal / Watco,,(formerly Kinder Morgan - Cahokia Terminal) ,,Sauget,,"2 Monsanto Ave., E. St Louis, Il  62201   (at former Union Electric Co. plant)     ", [(618) 272-2405],GMTX 122,GMTX,122,36488,SW1500,-70,,1500
ADM Grain Co.      ,,,(grain),Seward,,"16100  3rd,  61077                          ", [(815) 247-8495],,,,15180,GP7,-51,2002,1500
Kentland Elevator & Supply Inc.  ,,"(formerly Cargill, Inc.)",(grain)    ,Sheldon,,"300 S 4th  St., 60966     ", [(815) 429-3311],,,,17751,GE 80ton,Feb-43,,
