,company name,affiliation,former ID,ind,city,state,address / directions,Phone #,locomotive serial number,locomotive model,Manufactured Date(MM/YY),locomotives
1757,New Century AirCenter / Johnson County Airport Commission,,(formerly Johnson County Industrial Airport),,Gardner,,1 Industrial Parkway      ,  [782-5335],,SW8,2-51,
1759,"Marketing Partners, LLC      ",(j/v AGP & Farmers Cooperative Association of Hanover),,,Hanover,,,,17024,GP7,-53,
1760,Farmers Cooperative Co.,,,,Haviland,,"1st & Main Sts., 67059     ", [(316) 862-5225],18842,SW9m,11-53,
1761,United Prairie Ag LLC,(j/v Cropland Co-Op and ADM),,,Hugoton,,"509 Northwest Ave., 67951",(620) 544-2017,,SD40,,
1762,Monarch Cement Co.,,,,Humboldt,,"      (P.O. Box 1000, 66748)     ", [(316) 473-2222],13010,GE 45ton,5-41,
1764,Archer-Daniels-Midland – Terminal J,,(formerly Farmland Industries – Elevator #1),,Hutchinson,,516  N Halstead St.,,17430,SW9,1-53,
1765,Archer-Daniels-Midland / ADM – Hutchinson Grain Terminal,,,,,,  1700 N Halstead St.  (off E 17th Ave.),(620) 662-4721,21871,GP9,11-56,
1766,Cargill Inc.  –   Terminal Elevator ,,(formerly Continental Grain),,,,"1427 E. 2nd Ave., 62501      ",[(316) 663-1278],,Plymouth 25ton JDT,4-61,
1767,Collingwood Grain / ADM,,,,,,,,16354,SW8,4-52,
1768,"Hutchinson Salt Co., Inc.",,,,,,3300 Carey Blvd.                  , [(620) 662-3345],23082,SW1200,3-57,
1770,   Buzzi Unicem,,(formerly Heartland Cement),(cement plant) ,Independence,,1765 Limestone Rd.  67301  ,  [(316) 331-0200],60204,Whitcomb 45ton,-42,
1771,   Buzzi Unicem,,(formerly Heartland Cement),(cement plant) ,Independence,,1765 Limestone Rd.  67301  ,  [(316) 331-0200],29032,GE 45ton,4-49,
1772,"GBW Railcar Services, LLC",,(formerly Watco    ),(railcar repair),Junction City,,"2601 N. Hoover Rd.   (P.O. Box 188, 66441)   ", [(913) 762-4330],31538,GE 45ton,5-52,
1773,"GBW Railcar Services, LLC",,(formerly Watco    ),(railcar repair),Junction City,,"2601 N. Hoover Rd.   (P.O. Box 188, 66441)   ", [(913) 762-4330],15886,GE 65ton,2-43,
1774,"Advantage Metals Recycling, LLC",,,scrap,Kansas City,,"3005 Manchester Trafficway, 64129",(816) 922-5100,,SW1,-42,
1779,"L.G. Everist, Inc.",,,(sand & gravel),,,"8440 Gibbs Rd., 66111    ", (913) 422-0004,73635,SW1500,1-74,
1781,A & K Railroad Materials,,,aggregates distribution,Morris   (Kansas City),,"2131  S. 74th St., 66106   ",  [(913) 375-1810],,Plymouth 45ton MDT,,
1782,A & K Railroad Materials,,,aggregates distribution,Morris   (Kansas City),,"2131  S. 74th St., 66106   ",  [(913) 375-1810],,Brookville Ex Western RR Builders,,
1783,A & K Railroad Materials,,,aggregates distribution,Morris   (Kansas City),,"2131  S. 74th St., 66106   ",  [(913) 375-1810],28337,GE 44ton,11-46,
1785,"Castle Rock Marketing, LLC.",,(formerly Farmland Industries),,Ogallah,,,,15511,SW9,-51,
1787,Scoular Co.,,,grain elevator,Pittsburg,,"3708 Free King Hwy., 66762",  (620) 232-5800,14550,GP7,-53,
1788,Collingwood Grain Inc. / ADM,,,,Plains,,"304 Grand Ave., 67869",,22688,GP9,12-56,
1791,ADM / Collingwood Grain,,,,Salina,,E old US 40,,,SW1,8-49,
1792,Cargill Ag Horizons,,,,,,"1112 N Halstead Rd., 67401 ",(785) 825-8128,24137,SW1200,11-57,
1793,Cargill Ag Horizons,,,,,,"1112 N Halstead Rd., 67401 ",(785) 825-8128,18886,GP7,11-53,
1794,Scoular Co.,,,grain elevator,,,"3339 E. Country Club Rd., 67401  ",    [(913) 827-7248],20410,SW900,7-55,
1795,Scoular Co.,,,grain elevator,,,"3339 E. Country Club Rd., 67401  ",    [(913) 827-7248],11677,SW7m,12-50,
1796,Barlett Grain Co. L.P.,(subs. Savage Enterprises),,,Scott City,,"305 W. Bellevue Ave., 67871               ",[(620) 872-3456],16633,SW8,11-52,
1797,CHS United Plains Ag,,(formerly Wallace County Cooperative Equity Exchange),,Sharon Springs,,"102 N. Front St., 67758              ",  (785) 943-5422,,SD40-2,3-80,
1798,CHS United Plains Ag,,(formerly Wallace County Cooperative Equity Exchange),,Sharon Springs,,"102 N. Front St., 67758              ",  (785) 943-5422,,SD40-2,4-71,
1799,Progressive Ag Cooperative,,,,South Haven,,403 Clyde St.,,27609,SD18,-63,
1800,Westar –  Jeffrey Energy Center,,(formerly Kansas Power & Light / Western Resources),,St. Marys,,    (17 m N/W of...)  ,,30979,GE 25ton,5-51,
1802,Erman Corp.   , (subs. Weco Trading),,scrap yard,Turner / Kansas City,,"6600 Thorn Dr., Kansas City, 66106     ", (913) 287-4800,12567,SW1200,6-51,
1803,Erman Corp.   , (subs. Weco Trading),,scrap yard,Turner / Kansas City,,"6600 Thorn Dr., Kansas City, 66106     ", (913) 287-4800,,NW2,3-41,
1804,Erman Corp.   , (subs. Weco Trading),,scrap yard,Turner / Kansas City,,"6600 Thorn Dr., Kansas City, 66106     ", (913) 287-4800,18003,GE 65ton,9-43,
1806,"Castle Rock Marketing, LLC",,,,Wakeeney,,(~3 m. E of...),,15131,SW9,-51,
1807,Bartlett & Co. ,,, (grain elevator),Wichita,,"3311 N. Emporia St., 67219            ",  [(316) 838-7421],16375,GP7,-52,
1810,Occidental Chemical,,(formerly Vulcan Chemical),,,,6200 S. Ridge Road  67215    [(316) 524-4211],,15738,SW8,12-51,
1811,ADM / Growmark – Wolcott Elevator ,,(Formerly Smoot Grain),,Wolcott,,"10520 Wolcott Dr. (SR 5)         (on Marxen Rd., off Wolcott Dr.)",(913) 788-7226,77079,S1,4-50,
1812,Alliance Ag & Grain,,(formerly Right Cooperative Elevator Association),,Wright,,"N. Main St., 67882     ", [(316) 227-8611],24961,GP9,-58,
1813,Alliance Ag & Grain,,(formerly Right Cooperative Elevator Association),,Wright,,"N. Main St., 67882     ", [(316) 227-8611],22729,"GP9""B""",7-57,
1821,"Excel Mining / M C Mining, LLC          ",(subs. Alliance Coal),,,John's Creek  (Pikeville)      (Scotts Branch siding),,"4126  Rt. 194, Pikeville, KY 41501       (~16 mi. N or Pikeville)        (606) 631-9460",,89341,S2,2-76,
1824,River Metals Recycling,(subs. DJJ / David J Joseph Co.),(formerly CRHS  Mansbach Metal Co. ),,Ashland,Ky.,"1900 Front St.             ( P.O. Box 1179, 41105)         ",  [(606) 329-9600],,SW900 [Ex Mansbach Metal #861,,
1831,Arkema,,"(formerly Elf Atochem North America, Inc.)",,Calvert City,,"4444 Industrial Parkway          (P. O. Box 187, 42029)      ",  [(502) 395-7121],,SW1m,6-46,
1837,Calgon Carbon Corp.,,,,Catlettsburg,,"US 23            (PO BOX 664, 41129)     ", [(606) 739-8681],00131,VO1000,,
1838,Lodestar Energy,,,,Coal Run,,"  (N. of Pikeville, on US 23)",,89254,S2,6-80,
1839,Progress Rail Services,,(formerly Glover Group  -  Corbin Div.),(car shop)  ,Corbin,,"385 SR 2417, 40701 (on ""N. Ridge Rd. - 2 mi. E of...)", [(606) 523-0120],13953,SW9,2-51,
1840,Progress Rail Services,,(formerly Glover Group  -  Corbin Div.),(car shop)  ,Corbin,,"385 SR 2417, 40701 (on ""N. Ridge Rd. - 2 mi. E of...)", [(606) 523-0120],23644,GP9,4-57,
1841,Progress Rail Services,,(formerly Glover Group  -  Corbin Div.),(car shop)  ,Corbin,,"385 SR 2417, 40701 (on ""N. Ridge Rd. - 2 mi. E of...)", [(606) 523-0120],20296,GP9,4-55,
1842,"Coastal Coal Co., LLC  �  Democrat ",,(formerly Enterprise Coal Co.),,Deane,,   Razorblade Rd.,,,S2,,
1843,Progress Rail Services,,(formerly Corbin Railway Service),,Decoursey / Taylor Mill,,"8587 Railroad Dr., (Taylor Mill), Ky.     (in ex-CSX shop)  (P.O. Box 15399 , Covington, KY 41015)    ", [(251-5564],14099,SW9,-51,
1844,Progress Rail Services,,(formerly Corbin Railway Service),,Decoursey / Taylor Mill,,"8587 Railroad Dr., (Taylor Mill), Ky.     (in ex-CSX shop)  (P.O. Box 15399 , Covington, KY 41015)    ", [(251-5564],,TR5A,3-51,
1845,Progress Rail Services,,(formerly Corbin Railway Service),,Decoursey / Taylor Mill,,"8587 Railroad Dr., (Taylor Mill), Ky.     (in ex-CSX shop)  (P.O. Box 15399 , Covington, KY 41015)    ", [(251-5564],,SW1500,-72,
1848,Kentucky Utilities Co. / KU Energy  -  Ghent Generating Station,,,,Ghent,,"    (head office: 1 Quality Dr., Lexington, Ky. 40507)",,29935,GE 45ton,6-49,
1852,Vulcan Materials,, (formerly Reed Crushed Stone),,Grand Rivers,,"947  US Hwy. 62, 42045                  ", [(270) 362-1232],31238,SW1200,3-66,
1853,Koppers Corp.    ,,(formerly Bond Bros.),,Guthrie,,"Merriweather Road , 42234           ",  (270) 483-2541,,Plymouth 35ton MDT,10-53,
1854,Holston Mining Inc.    ,(subs. Pyxis Resources Co. / Pittson Co.),,,Hatfield Siding   (Nolan / Hatfield),,"Bent Branch Road (off SR 468)   (on NS Nolal spur, off Nolan Spur)  (W. of Nolan)  ",[(606) 237-4327],,S2,,
1859,SGL Carbon Corp.,(j/v Sigri & Horsehead Resources)  ,(formerly Great Lakes Carbon),,Hickman,,"Myron Cory Rd., 42050      (S of�)",  [(502) 236-2512]  ,30425,GE 25ton,9-49,
1861,"Hopkinsville Elevator Co., Inc. - Casky Branch",,,,,,"4895 Pembroke Rd. (US 41), 42240        (~4 mi. SE of...)",(270) 475-9600,11346,GP7,11-50,
1864,Louisville Gas & Electric Co.  -  Mill Creek Station      (subs. LG&E Energy / Powergen plc),,,,Kosmodale   (Louisville),,"      (head office: P.O. Box 32010, Louisville, Ky.)",,31039,GE 80ton,11-51,
1872,GE Appliances,(subs Haier Co.),(formerly General Electric),,,,"4000 Buechel Bank Rd. / GE Appliance Park, 40225  ",  [(502) 452-4311],32079,GE 80ton,12-53,
1873,GE Appliances,(subs Haier Co.),(formerly General Electric),,,,"4000 Buechel Bank Rd. / GE Appliance Park, 40225  ",  [(502) 452-4311],32230,GE 80ton,10-54,
1874,GE Appliances,(subs Haier Co.),(formerly General Electric),,,,"4000 Buechel Bank Rd. / GE Appliance Park, 40225  ",  [(502) 452-4311],32370,GE 80ton,2-56,
1875,"East Kentucky Power Co-Op, Inc.  -  Spurlock Plant",,,,Maysville,,"     (head office: 4758 Lexington Rd., Winchester, Ky., 40391)",,39026,GE 80ton,5-75,
1876,"Addington Mining, Inc. � Martiki Prep Plant ",,,,McClure,,"~6 mi. W. of Lovely, on Rt. 1439        (on NS - Wolf Creek Branch, in Martin County)",,89680,S2,4-78,
1877,Castlen Transloading,,,transload,Owensboro,,"4701 SR 2830, 42303",  (270) 264-2734,28936,SW1200,4-64,
1878,SCH Four Rivers Terminal,,,barge terminal,Paducah,,"7110 Noble Rd., 42086",,,GP38-2,11-76,
1879,"Excel Mining, LLC - #1A Slope Mine",,(formerly Pontiki Coal Co.)  ,,Pontiki  (McLure),,"   (on N-S - Wolf Creek Branch, in Martin County)     ", [(606) 395-6434],,Brookville 10ton BCC,6-81,
1880,Logan Aluminum,,,,Russellville,,"6920 Lewisburg Rd., 42276",(270) 755-6000,22995,GP9,-57,
1881,"Sidney Coal Co, Inc. – Big Creek Processing Plant     ",(subs. Massey Energy  Corp.),(formerly Pickands-Mather Co.  -  Leslie Mine),,Sidney,,"115 N. Big Creek Rd. (SR 468)  (N. of...)      (P.O. Box  299, 41564)        (on NS Sidney Spur)",[(606) 353-7201]  ,25379,SD24,9-59,
1884,Bell County Coal Corp.    ,(subs. James River Coal),,,Stony Fork Jct.  (Middlesboro),,"Pruden Rd.         (P.O. Box 758, Middlesboro, Ky., 40965)      ",  [(606) 248-6404],21498,GP9,3-56,
1885,Big Rivers Electric Corp.,,,,Wilson Station   (Centertown),,"   (P.O. Box 547, 42328)",,44330,GE 144ton,9-83,
1896,Stupp Corp,,,pipe,Scotlandville / Baton Rouge,,"12555 Ronaldson Rd., 70807",(225) 775-8800,20678,SW1200,10-55,
1903,ADM  /  Gromark River Systems,,(formerly Farmers Export),,Ama,,"11079 River Rd.  (Hwy. 18)      (P.O. Box 97, 70031]      (8 mi. West of Avondale, on UP (MP))",  [(504) 431-8421]  ,13314,GP7,-51,
1906,Pilgrim's Pride Corp.,,{formerly ConAgra Broiler Co. - Arcadia Div.),(feed mill),Arcadia,," Hwy 80 W       (East of...)       (P.O. Box 90, 71001)    ",    [(318) 255-7660],16883,GP7,-52,
1907,Pilgrim's Pride Corp.,,{formerly ConAgra Broiler Co. - Arcadia Div.),(feed mill),Arcadia,," Hwy 80 W       (East of...)       (P.O. Box 90, 71001)    ",    [(318) 255-7660],20077,GP18,1-63,
1908,International Paper  –  Louisiana Mill,,,,Bastrop,,315 Airport Rd.                   ,  [(318) 281-7204],16940,SW9,5-52,
1909,International Paper  –  Louisiana Mill,,,,Bastrop,,315 Airport Rd.                   ,  [(318) 281-7204],21016,SW1200,12-55,
1911,Exxon Mobil,,,,Baton Rouge,,4046 Scenic Hwy.,,18862,SW9,10-53,
1912,Exxon Mobil - coke unit,,,,,,4046 Scenic Hwy.,,18962,SW9,12-53,
1913,Formosa Plastic Corp.,,,,,,"Gulf States Rd.      (PO Box 271, 70821)      ", [(504) 356-3341]],18108,SW1,5-53,
1918,"Lula Westfield, LLC  ",,(formerly Savoie Ind.   –  Lula Plantation),(sugar)           ,Belle Rose,,"351 Highway 999, 70341                      ",   [(225) 473-9293],,Plymouth 10ton DHD,3-49,
1920,"Stolthaven New Orleans, LLC",,,liquids transhipment and storage,Braithwaite,,"2444 English Turn Rd., 70040",(504) 682-9989,74641,MP15,,
1922,Watco Switching,,,,Brimstone,,,,25365,SD24,7-59,
1923,Ormet Corp.  –  Burnside Bulk Terminal Div.   ,,(subs. Ohio River Associates),(barge loading)    ,Burnside,,"Hwy. 22,  70738           ",  [(504) 473-9241],29072,GE 44ton,11-47,
1933,IC Rail Marine Terminal,,,,Convent,,7790 Hwy. 44,,14369,SW9m,6-51,
1935,Occidental Chemical Corp.   (Oxychem),,,,,,"7377 Highway 3214,  70723               ",  [(225) 562-7364 ],10084,SW1 [,12-49,
1936,Zen-Noh Grain Corp.,,,,,,"8886 River Rd.   (SR 44)               (P.O. Box 207, 70723)                            ",[(225) 562-3571 ],16744,SW9,12-52,
1940,Archer-Daniels-Midland,,(formerly St. Charles Elevator Co.),,Destrehan,,"12710  River Rd.           (P.O. Box 120, Ama, La. 70031)                  ",  [(504) 764-7586],35232,SW1500,-69,
1941,Bunge Corp.,,,(export grain elevator),,,"12442 River Road                 (P.O. Box 156, 70047)           ",    [(504) 764-6516],79822,S4,4-53,
1942,Bunge Corp.,,,(export grain elevator),,,"12442 River Road                 (P.O. Box 156, 70047)           ",    [(504) 764-6516],19537,SW1200,8-54,
1950,BASF Corp.,,,,Geismar,,"River Rd. / SR30 E., 70734",,17888,,6-53,
1951,BASF Corp.,,,,Geismar,,"River Rd. / SR30 E., 70734",,17736,,4-53,
1954,Nutrien,, (formerly PCS Nitrogen),,,,"10886  SR 75, 70734",(225) 621-1500,60327,Whitcomb 45ton 45DE27b,6-44,
1955,Nutrien,, (formerly PCS Nitrogen),,,,"10886  SR 75, 70734",(225) 621-1500,16413,SW9m,5-52,
1959,Shell Chemical Co.,,,,,,,,19905,GP9,12-54,
1960,Shell Chemical Co.,,,,,,,,,MP15,6-77,
1961,DJ Railcar Serices       ,,"(formerly Hou-Tex Rail, Inc.)",,Georgetown,,"3080 SR 3098, 71432   (P.O. Box 27)   318-827-5295    (on ex LOAM trackage West of UP)",,,Plymouth 25ton ML-6,3-41,
1963,Kinder Morgan Bulk Services – Gramercy Bulk Terminal  (Port Terminal #7)      ,,(formerly Hall Buck Marine),,,,"                 (P.O. Box 35, Burnside, La. 70738)                   ", [(504) 675-5387],14912,SW9,-51,
1966,"Bayou Railcar Service, Inc.   ",,(formerly Baton Rouge Railcar Service),,Holden,,"15821 Florida Blvd.   (P.O. Box 426,70744)",,32631,GE 25ton,5-56,
1967,"Bayou Railcar Service, Inc.   ",,(formerly Baton Rouge Railcar Service),,Holden,,"15821 Florida Blvd.   (P.O. Box 426,70744)",,15294,GE 45ton,12-41,
1968,"Bayou Railcar Service, Inc.   ",,(formerly Baton Rouge Railcar Service),,Holden,,"15821 Florida Blvd.   (P.O. Box 426,70744)",,29251,GE 65ton,11-47,
1969,"West Fraser Timber Co., Ltd.",,(formerly Plum Creek),,Joyce,,"6481 Hwy 34N  (P.O. Drawer 1, 71440)      ",  [(318) 628-3953],32321,GE 25ton,3-55,
1971,Olin Chemicals,,(formerly Mathieson Alkali Works),,,,"900 I-10 W, Westlake, La.  70669",,,SW1,4-49,
1972,Olin Chemicals,,(formerly Mathieson Alkali Works),,,,"900 I-10 W, Westlake, La.  70669",,,SW1001,6-82,
1974,Port of Lake Charles - Bulk Terminal #1,,,coke terminal,,,Bayou Dinde Rd (off Cities Service Hwy),,,SW1500,-72,
1975,PPG Ind.,,,,,,"   (P.O. Box 1000, 70602)       ", [(318) 491-4200],15669,GE 80ton,8-42,
1976,PPG Ind.,,,,,,"   (P.O. Box 1000, 70602)       ", [(318) 491-4200],82282,S6,11-56,
1977,Westlake Chemical,,,,,,"1300 PPG Dr., 70669",(337) 708-4500,14921,SW9,-51,
1979,Westlake Chemical,,,,,,"1300 PPG Dr., 70669",(337) 708-4500,35288,SW1500,11-69,
1986,Monsanto Co.  –  Luling Plant     ,,,(herbicides),Luling,,"12501 S. River Rd.         (P.O. Box 174,70070)     ",   [(504) 785-3201],,SW1200RS,5-59,
1987,Monsanto Co.  –  Luling Plant     ,,,(herbicides),Luling,,"12501 S. River Rd.         (P.O. Box 174,70070)     ",   [(504) 785-3201],,SW1200RS,-59,
1988,International Paper  ,,(formerly Olin Corp.),,Mansfield,,"1202 La. 509, 71052                ",  [(318) 872-5100],,GP38-2,10-76,
1991,Associated Terminals – New Orleans Bulk Terminal,,,dock,Michoud / New Orleans,,"14900 Intracoastal Dr, (New Orleans), 70129",  (504) 613-6419,22754,SW1200,-57,
1995,CHS ,,(formerly Cenex Harvest States Cooperative),,Myrtle Grove,,434 East Ravenna Rd.                [(504) 656-2212],,16486,SW9,12-52,
1997,Nachitoches Port,,,,Nachitoches,,,,15031,SW8,6-51,
1998,Natchitoches Parish Port,,,,Natchitoches,,"Hwy 486                          (P.O. Box 2134, 71457-2134)",,15030,SW8,5-51,
1999,Natchitoches Parish Port,,,,Natchitoches,,"Hwy 486                          (P.O. Box 2134, 71457-2134)",,15031,SW8,5-51,
2000,"Holcim, Inc. ",,(formerly Holnam Inc.),,New Orleans,,"5301 France Road,  70126     ",  [(504) 282-6426],30977,GE 25ton,5-51,
2001,New Orleans Sewerage & Water Board ,,,,,,"Eagle Street   (head office: 625 Saint Joseph Street, 70165)
", [(504) 585-2000],,Brookville 16ton,-83,
2002,New Orleans Sewerage & Water Board ,,,,,,"Eagle Street   (head office: 625 Saint Joseph Street, 70165)
", [(504) 585-2000],,Plymouth 16ton DDT,2-77,
2007,M. A. Patout & Son    ,,, (sugar mill),Patoutville,,                                              ,   [(337) 364-0644 ],18863,SW9,10-53,
2008,ADM Growmark  -  St. Elmo Terminal,,(formerly Peavey Grain),,Paulina,,"3338 River Rd.   (Highway 44), 70763     ",  [(225) 869-4405],19513,SW600,3-54,
2010,Procter & Gamble Co.,,,,,,"3701 Monroe hwy., 71360   ", (318) 640-2800,18635,GP7,,
2011,Procter & Gamble Co.,,,,,,"3701 Monroe hwy., 71360   ", (318) 640-2800,12008,GP7,-50,
2015,Dow Chemicals - Louisiana Div.,,,,,,"River Rd. (SR 988)    (just N of Morrisonville, N of Plaquemine)     (P. O. Box 150, 70765)       ", [(504) 353-8000],74697,MP15,-75,
2018,"DSM Melamine Americas, Inc.   ",,(formerly Copolymer),,,,"9263 Hwy. 1 S, 70764   (n. of...)   ", [(225) 685-3000],33693,GE 35ton,12-59,
2030,USA Rail Terminals,,,,,,,,33993,SW1500,-68,
2031,Intercontinental Terminals Co.,,,,Port Allen (Anchorage),,"2449 N. River Rd., 70767        ", (225) 389-0170,,SW1 Ex RLCX 506,,
2032,Georgia Pacific Corp.,,,,Port Hudson    (Zachary  or St. Francisville),,"1000 West Mount Pleasant, (Zachary), 70791                                    `",[ (225) 654-1700],12561,SW9,-51,
2033,Archer-Daniels-Midland / Growmark  (ADM)   (Port Terminal #1),,(formerly Louis Dreyfus Corp.),,Reserve,,"                     (P.O. Drawer AC, 70084)                    ",  [(504) 443-6644],15608,SW9,12-51,
2035,Cargill Inc.  -  Terre Haute Elevator,,,,,,"2154 River Rd.  (Hwy. 44)                    (P.O. Drawer AR, 70084)                     ",[(504) 536-1500],,SW1,1-40,
2049,"Tembec USA, LLC",,(formerly Crown Vantage Inc.),,St. Francisville,,"2105 Highway 964, 70775     (S/E of...)              ", [(225) 635-3311],,SW1,8-40,
2052,Union Pacific - Brimstone SIT yard,,,,,,,,25365,SD24d,7-59,
2053,Union Pacific - Brimstone SIT yard,,,,,,,,26855,GP20,10-61,
2054,Union Pacific - Brimstone SIT yard,,,,,,,,,SD40-2,6-79,
2055,Union Pacific - Brimstone SIT yard,,,,,,,,73648,SD40-2d,12-73,
2057,Rain CII Carbon,,,coke export dock,Sulphur / Westlake,,"1920 Paktank Rd., 70655",(337) 558-6188,14831,SW8,12-51,
2059,Union Tank Car Co. / UTLX,,(formerly Lithcote Co.)    ,(railcar shop) ,Ville Platte,,"1373 Union Tank Rd.  (P.O. Box 466, 70586)               ",  [(318) 363-5507],25664,GE 65ton,5-53,
2060,Union Tank Car Co. / UTLX,,(formerly Lithcote Co.)    ,(railcar shop) ,Ville Platte,,"1373 Union Tank Rd.  (P.O. Box 466, 70586)               ",  [(318) 363-5507],31224,SW1200,4-66,
2062,Superior Tie & Timber,,(subs. Transerve / KCS Ind.),,Vivian,,"14800 Hwy. 1 S,  71082                        (south of Superior)                              ",[(318) 375-4956] ,33143,GE 45ton,7-60,
2064,Sasol,,,,West Lake Charles / Westlake,,,,17729,GP7,,
2065,Sasol,,,,West Lake Charles / Westlake,,,,,GP40-2LW,2-75,
2072,Condea Vista Chemicals,,(formerly Vista Chemicals),,,,2201 Old Spanish Trail,,,SW1200RS,-59,
2073,Condea Vista Chemicals,,(formerly Vista Chemicals),,,,2201 Old Spanish Trail,,,SW1200RS,-60,
2075,Lotte Chemical Louisiana,,,,,,,,,SW1200RS SW1200RS,5-58,
2079,Cargill  –  Westwego Elevator        ,,(formerly Continental Grain),,Westwego,,"933 River Rd., (Nine Mile Point) 70094       ", [(504) 436-5800],17229,SW8,6-52,
2080,Watco      ,,(formerly GBW / Millenium Raicar ),(railcar repair),Zwolle,,"1439 N. Main St.,  71486   [(318) 645-6181]",,,homebuilt,,
2081,Watco      ,,(formerly GBW / Millenium Raicar ),(railcar repair),Zwolle,,"1439 N. Main St.,  71486   [(318) 645-6181]",,17814,GE 45ton: GE 45ton,3-43,
2083,Ardent Milling,(subs.Cargill) ,(formerly Horizon Milling LLC),,Ayer,Ma.,"1 Nemco Way, 01432-1539   ",   [(508) 772-6337],35801,SW1500,-70,
