company name,affiliation,former ID,ind,city,state,address / directions,Phone #,locomotive number,locomotive model,Manufactured Date(MM/YY),locomotives
Sand Source Services - Berthold Terminal,,,frac sand,Berthold ?,,"8850  310th NW St., 58718 ?",,; ;,SW1500; SW1500;,; ;,"    :  SW1500
    :  SW1500"
"Ebenezer Railcar Service, Inc.",,,railcars,West Seneca,,"1005 Indian Church Rd., P.O. Box 373",,; ;,SW1000/SW1001; car mover;,; ;,"      :  SW1000 / SW1001
       car mover"
Harrison Mining Corp.  ?  Nelms Portal  ,(subs. Quaker Coal) ,(formerly Youghiogheny & Ohio Coal Co.),,Cadiz,,,,; ;,"Eimco 10ton (48"" ga.) (mine battery); Eimco 10ton (48"" ga.) (mine battery);",; ;,"           :  Eimco 10ton  (48"" ga.)  (mine battery)
           :  Eimco 10ton  (48"" ga.)  (mine battery)"
BP Oil Co.,,(formerly Standard Oil Co. of Ohio),,Oregon,,"4151  Cedar Point Road, 43616",,; ;,Plymouth 65ton CR-8; SW?;,12/85;,"     :  Plymouth 65ton CR-8  (7440, 12-85)   Nee Sohio  (same).
      :  SW?"
Drum Tank Wash,,,,St Bernard,,"5366 Estes Ave., 45232",,; ;,GE 25ton; GE 45ton;,; ;,"     :  GE 25ton
      :  GE 45ton"
"Dura-Bond Coating, Inc.    (pipe coating)",,,pipe,McKeesport,,                    (on former USS McKeesport Works site),,; ;,GE 45ton (II-B2); SW?,6/48; ;,"       :  GE 45ton  (II-B2)  (29871, 6-48)  Formerly at Duquesne, Pa., ex Turtle Creek Industrial RR,  exx Dura-Bond Protective Coating  (Export, Pa.), exxx Chicago Bridge & Iron  (Greenville, Pa.), nee Alco Products #7  (Dunkirk, N.Y.)
       :  SW?"
Reliant Energy  –  Shawville Station ,,(formerly Pennsylvania Electric),,Shawville,,      (N/E of Clearfield),,; ;,"GE 45ton (II, 50t); GE 80ton; ",5/52; 4;59;,"        :  GE 45ton (II, 50t)  (31530, 5-52)  Nee Pennsylvania Electric / GPU  (same).
        :  GE 80ton  (33491, 4-59)  Nee Pennsylvania Electric / GPU  (same)."
San Antonio Intermodal Terminal,,,,Von Ormy  (San Antonio),,I-35 Access Rd.,,; ;,SD40-2; SD40-2;,; ;,"      :  SD40-2
      :  SD40-2"
Arkema Inc.,,,,Beaumont,,"2810 Gulf States Rd., 77701",,; ;,car mover; car mover;,; ;,"        car mover
        car mover"
Andeavor,,(formerly Western Refining ),petroleum refinery,El Paso,,6501 Trowbridge Dr.,,; ;,car mover; car mover;,; ;,"   car mover
   car mover"
Mission Rail Park - San Antonio,,,frac sand transload,Floresville,,"8854 CR 128, 78114",,; ;,GP7/9; car mover;,; ;,"      :  GP7/9
    car mover"
"Plantation Foods, Inc. / Cargill   ",,,(feed mill),Temple,,251 Berger Rd.,,; ;,GE 25ton; car mover;,10/51; ;,"               :  GE 25ton  [ (31289, 10-51)  Ex Empak, exx Titan Ry. Service  (Pasco, Wa.), exxx N.F. Lampson  (Pasco, Wa.),  exxxx Lower Granite Dam Contractors #28058  (Lower Granite Dam, Wa.), nee McNary Dam Contractors ?]  O/s by 2024
      car mover"
US Magnesium,,(formerly Magnesium Corp.of America),,Rowley,,Rowley Rd.,,; ;,car mover; car mover;,; ;,"       car mover
       car mover"
SimsMetal America,,"Peck Recycling Co., Inc.",,Portsmouth,,,,; ;,GE 50ton; Whitcomb 50ton;,8/41; 6/54;,"                 :  GE 50ton  (13186,  8-41)  Ex Peck Recylcling  (same).  Acq. 1961.
                 :  Whitcomb 50ton  (61296, 6-54)  Ex Peck Recylcling  (same), nee Newport News Shibuilding & Drydock #503  (Newport News, Va.)   Then SimsMetal America  (same). "
Appalachian Power / American Electric Power  –  Mountaineer Plant,,,,New Haven,,,,; ;,GE 80ton (IV); GE 100ton (IV);,8/58; 3/71;,"           :  GE 80ton  (IV)  (33488, 8-58)  Nee Indiana & Michigan Electric #2  (Breede Plant, Fairbanks, In.)
           :  GE 100ton  (IV)  (37612, 3-71)  Nee #1 at John Amos Plant  (St. Albans, W.V.)"
Appalachian Tank Car,,(formerly BRS Railcar / Buncher Railcar),,Hinton,,,,; ;,GE 23ton; GE 45ton (II-A2);,4/41; 8/41;,"         :  GE 23ton (13090, 4-41)   Formerly at Point Pleasant, W.V.), ex Red Ash Coal Sales - Litwar Mine  (Iaeger, W.V.), ex Morrison-Knudsen #5203 086, ex Alaska RR #51, ex Oregon Shipbuilding #51  (Portland, Or.), nee Todd-California Shipbuilding #51  (Richmond, Ca.)
        :  GE 45ton (II-A2, w/ hood door louvers)    (13188, 8-41)  Ex Appalachian Railcar  (same), ex Buncher Railcar Railcar  (same), ex Alexander Mill Service #215, ex Premier Service  (Maple Grove, Oh.), ex CE Basic  (same), nee Basic Refractories #15-01  (same)."
Northwest Aluminum Co.      ,,(formerly Goldendale Aluminum Corp.),,Cliffs  (Klickitat County)  ,,      (adjacent to John  Day Dam),,; ;,Plymouth 35ton MDT; Plymouth 35ton MDT;,3/57; 6/70;,"        :  Plymouth 35ton MDT  (5998, 3-57)  Ex Goldendale Aluminum  (same), exx Columbia Aluminum  (same), exxx Commonwealth Aluminum  (same), exxxx Martin Marietta Aluminum  (same), exxxxx Harvey Aluminum  (same), nee American Cyanamid  (Brewster, Fl.)
        :  Plymouth 35ton MDT  (6764 , 6-70)  Ex Goldendale Aluminum  (same), exx Columbia Aluminum  (same), exxx Commonwealth Aluminum  (same), exxxx Martin Marietta Aluminum  (same), nee Harvey Aluminum  (same)."
"SmartSand, Inc.",,,,Oakdale,,"(W of...)   (29499 US 12, Tomah, Wi  54660)",,; ;,SW?; SD40;,; ;,"   :  SW?
   :  SD40"
"Dakotaland Feeds, LLC",,,,Huron,,"674 W Park Ave., 57350",,; ; ,carmover; carmover; ,; ; ,"      car  mover
      car mover"
Hanson Materials - Sertex Plant,,(formerly Gifford-Hill,,Garden Ridge,,"21303 FM 2252, 78132",,; ; ,S2; SD40-2; ,6/42; ;,"           :  S2 (r/p EMD)   (69972, 6-42)  Ex Gifford-Hill #110  (same), exx Davidson Mineral Properties #110, exx Atlanta Stone Mountain & Lithonia #110, exxx SCL #110, exxxxx ACL #29, nee ACL #612.   O/s
           :  SD40-2"
Shintech Inc.,,,,Plaquemine / Allemania Station,,,  (225) 687-2105,; ; (GMTX  );,car mover; car mover; SW1500/MP15;,; ; ;,"            car mover
            car mover
  (GMTX     )  :  SW1500/MP15"
Cargil Inc,,,,Houston,,"San Jacinto Blvd.   [16150 Peninsula St, 77015 - office ?]",,; ; (Watco);,SW8; SW9/1200; GP7/9;,; ; ;,"                    :  SW8
                    :  SW9/1200
(Watco)   :  GP7/9"
BW Service,,"(formerly GBW Railcar Services, LLC)",(tank car repair),Angleton,,"1100 Wayne St, 77515                     ",   (979) 848-8800,; ; ;,Whitcomb 25ton 25DE25; GE 35ton; GE 65ton;,1/52; ; ;,"            :  Whitcomb 25ton  25DE25  (61185, 1-52)  Ex GBW Railcar  (same), ex Allwaste Container Services  (same), ex Richmond Tank Car Co.  (same), nee USA #1141.
            :  GE 35ton
            :  GE 65ton (one hood removed)"
U. S. Pipe & Foundry Co.  -  Bessemer Pipe Plt.,(subs. Forterra),,,,,"2023 St. Louis Ave., 35020  ",  [(205) 254-7682],; ; ;,GE 125ton; SW 1000; car mover;,12/79; ; ;,"          :  GE  125ton  (41108, 12-79)    Nee Texas Municipal Power Authority  (Iola, Tx.)  Acq. 1999.
          :  SW1000 
      car mover"
Eagle Railcar Service,,(formerly Rescar ),railcar repair,,,"300 Service Dr., 75604     (off Windsor Dr., off W Loop 281)",  [(903) 759-0831],; ; ;,car mover; car mover; car mover;,; ; ;,"           car mover
           car mover
           car mover"
A & K Railroad Materials,,,aggregates distribution,Morris   (Kansas City),,"2131  S. 74th St., 66106   ",  [(913) 375-1810],; ; ;,Plymouth 45ton MDT; Brookville; GE 44ton;,1/76; ; 11/46;,"          :  Plymouth 45ton MDT  (7092, 1- 76)  Ex Western Railroad Builders #880  (Englewood, Co.), nee  Anaconda Co. 
          :  Brookville                          Ex Western RR Builders  (Englewood, Co.)
          :  GE 44ton  (28337, 11-46)  Ex Pacific RR Contractors  (VLA Project, Socooro County, N.M.), exx Fiberboard Corp.  (Standard, Ca.), exxx Pickering Lumber Corp.  (same), exxxx Tidewater Southern #735, nee Tidewater Southern #135.  O/s."
"Tube City IMS, LLC",,,,,,"952 State St., 44420    ", (330) 545-4057,; ; ;,SW?; SW?; SW?;,; ; ;,"       :  SW?
       :  SW?
       :  SW?"
CMC Rebar  ,(subs. Commercial Metals Corp.)  ,(formerly Structural metals Co.),(steel mill),Seguin,,1 Steel Mill Dr.  (off FM 1620)     P.O. Box 911   78155      , (830) 372-8200,; ; ;,car mover; car mover; car mover;,; ; ;,"    car mover
    car mover
    car mover"
Inco Alloys International   ,,(formerly International Nickel),,,,"3200 Riverside Dr., 25705        ", [(304) 526-5100],; ; ;,"Plymouth 15ton DDS (30"" ga.); Plymouth DDS (30"" ga.); Plymouth 15ton DMS (30"" ga.);",5/76; 1/95; ?/98;,"        :  Plymouth 15ton DDS (30"" ga.)  (7122, 5-76)  Acq. new.
        :  Plymouth  DDS  (30"" ga.)  (7566, 1-95)  Acq. new.
        :  Plymouth 15ton DMS  (30"" ga.)  (7573,    -98)  Acq. new."
American Railcar Industries / ARI Fleet Services       , (subs. ACF Ind.),(formerly ACF Ind. – Shippers Car Line Div.)    ,(railcar repair plant)    ,Longview,,"300 Stevens St., 75604     ", [(903) 759-4406],; ; ;,GE 65ton; car mover; car mover;,9/43; ; ;,"          :  GE 65ton  (18009, 9-43)  Ex  ACF Ind.  (same), exx MC Corp. #279  (Front Royal, Va.), nee USA #7189.  O/s
        car mover
        car mover"
Radius Recycling,,"(formerly Schnitzer Steel Industries, Inc.)",scrap,,,"515 1st Ave. N, 35204",(2050 324-2482,; ; ;,car mover; car mover; GE 45ton;,; ; ;,"      car mover
      car mover
      :  GE 45ton   o/s
"
American Crystal Sugar Cooperative,,,sugar mill,Crookston,,US 75 bypass,(218) 281-1993,; ; ;,car mover; car mover; GP9;,,"      car mover
      car mover 
    :  GP9"
"Bucyrus Railcar Repair, LLC",(T&C Rail Holdings / Cathcart),,,Bucyrus,,824 Woodlawn Ave.    ,(419) 562-0740,; ; ;,car mover; Thomas Hill 40ton Vanguarg (r/p Detroit Diesel); GE 65ton;,; ?/83; ;,"        car mover
                 :  Thomas Hill 40ton Vanguard  (r/p Detroit Diesel)   (305v,    -83)  Ex Transco  (same), nee Varlan (demonstrator).  [o/s ?]
                 :  GE 65ton         Ex Transco  (same),  [exx Southern  Indiana  ?]  [o/s ?]"
Pryor Chemical Co.,(subs LSB Ind.,,,,,"4463 Junt St., 74361",(918) 825-9000,; ; ;,GE 25ton; Plymouth 20ton HL/2; car mover;,07/49; 06/28; ;,"         :  GE 25ton  (30414, 7-49)  Ex Wil-Grow  (same), exx Cherokee Nitrogen  (same), exxx Gulf Chemical #4, exxxx Thermex Energy  (Pittsburg, Ks.), nee Gillies Bros. & Co. #1  (Braeside, On.)
        :  Plymouth  20ton HL/2  (2932, 6-28)  Ex Wil-Grow Fertilizer  (same), exx CottonPlant?Fargo RR #1, exxx Ohio Seamless Tube Co.  (Shelby, Oh.), nee S.J. Groves & Sons  (Hadley, N.Y.)  O/s, [on display ?]
            car mover"
"Consol Energy, Inc.  –  VP-8 Mine  –  Garden Portal     ",(subs. Island Creek Coal)    ,(formerly Virginia Pocahontas #6 Mine),,Rowe,,"     SR 624,  24646       ",[(540) 498-7765],; ; ;,"Brookville 8ton BCL-8 (48"" ga); S2(r/p); S2(r/p);",6/80; ; 2/77;,"        :  Brookville 8ton BCL-8 (48"" ga.)  (6600, 6-80)  Nee Virginia Pocahontas  (same)
        :  S2(r/p)
        :  S2(r/p)  (SRI 8002, 2-77)"
AITX / American Industrial Transport,,(formerly American Railcar Industries),,Bude,,"S. Gerald St., 39630    [(601) 384-5841]",,; ; ;,GE 45ton (II); GE 65ton (II-A3); car mover;,03/57; 01/43; ;,"         :  GE 45ton (II)  (32856, 3-57)  Ex ACF Ind.  (same), previously at Milton, Pa.  Transferred 1982.  [gone ? - to Brookhaven ??]
         :  GE 65ton (II-A3)  (15733, 1-43)  Ex ACF Ind. (same), exx ACF #Y-74  (St. Louis, Mo.), exxx USAF #7153, nee USA - Sierra Ordnance Depot  (Herlong, Ca.)  [gone ?]
      car mover"
New York Terminals LLC,,,bulk terminal,Elizabeth,NJ,"534 S Front St, 07202",,; ; ;,car mover; car mover; car mover;,; ; ;,"   car mover
   car mover
   car mover"
"Three Rivers Marine & Rail Terminals, L.P.",,,,Belle Vernon,,,,; ; ;,SW9; SW1200; SW1500;,04/53; 02/57; ;,"       :  SW9  (18624, 4229-1, 4-53)  Ex Matt Conestrla Contracting  (same), nee Monessen Southwestern #27.
     :  SW1200  (22466, 4368-3, 2-57)  Ex Brookville #01, nee Inland Steel #92.
     :  SW1500"
Vista Sand,,,sand,Cresson,,Monroe Hwy (offSR 171),,; ; ;,GP40-2; B39-8; B39-8;,10/84; ; ;,"         :  GP40-2  (847046-2, 10-84)   Ex Rock & Rail #201, nee SSW #7249.  Acq. 2017.
         :  B39-8           Nee LMX.
         :  B39-8           Nee LMX."
"Rail Logix, LP - Port Crossing",,,,,,S 16th St / West O Powell Rd,,; ; ;,SD38-2; SD38-2; MP15;,; ; ;,"            :  SD38-2
            :  SD38-2
            :  MP15"
Unimin,,,,Benwood,,"1949 Ashland Ave., 26031",,; ; ;,car mover; car mover; car mover;,; ; ;,"    car mover
    car mover
    car mover"
Chevron Phillips Chemical Company LP ,,(formerly Chevron Chemical),petro-chemicals,,,"9500   I-10 E, 77521                      [(281) 421-6500]",,; ; ; (GMTX); (GMTX); 4;,car mover; car mover; SW9/1200; MP15; GP15; CF7;,; ; ; ; ; ;,"      car mover
      car mover
                  :  SW9/1200
(GMTX   )  :  MP15
(GMTX )   :  GP15
               4  :  CF7               Ex Chevron Chemical #4  (same), exx Watco #4, exxx AT&SF #2441.  Acq. 1996. (apparently o/s)"
CF Rail Services,,(formerly Mississippi Railcar),,Meridian / Whynot station,,Hwy. 19 E     (8 mi. S/E of...)   ,   [(601) 644-3725],; ; ; ;,GE 25ton (I) (r/b to battery electric); GE 45ton (II-B) (r/b to battery electric); car mover; car mover;,; 12/49; ; ;,"      :  GE 25ton (I)  (r/b to battery electric)  [o/s ?]
      :  GE 45ton (II-B) [(/b to battery electric)  (30486, 12-49)  Ex Mississippi Railcar  (same), nee France Stone Co. #101. [o/s ?]
      car mover
      car mover"
Eagle Railcar Service,,(formerly Rescar ),(tankcar repair) ,,,"1993 Foreman Road, 77630    /  Sepulvado St  (off Foreman Rd.)",  [(409) 883-0393],; ; ; ;,car mover; car mover; car mover; car mover;,; ; ; ;,"   car mover
   car mover
   car mover
   car mover"
Boise Paper,,Boise Cascade,,Attalia  (Wallula),Wa.,"Hwy. 12             (P.O. Box 500, 99363)                 ", [(509) 547-2411],; ; ; ;,GE 35ton; GE 35ton; SW9/1200; GP35;,6/60; /73; ; ;,"                  :  GE 35ton (IV)  (33922, 6-60)  Nee Pacific Car & Foundry  (Renton, Wa.)  Acq. 1988.
                  :  GE 35ton (IV)  (38929,    -73)  Nee Pacific Car & Foundry  (Renton, Wa.)
                  :  SW9/1200
                  :  GP35"
Dakota Gasification Co. – Great Plains Synfuels Plant,(subs. Basin Electric Power Cooperative),,,Beulah,,"   CR 26A, 58523      ", [(701) 873-2100],; ; ; ;,GE 35ton (III-A2); GP35; SD40T-2; car mover;,04/57; ; ; ;,"         :  GE 35ton  (III-A2)  (32847, 4-57)  Ex Royster-Clark nitrogen  (East Dubuque, Il.), exx IMC Nitrogen  (same), exxx Phoenix Chemical  (same), nee New Haven Trap Rock #1  (Wallingford, Ct.) 
        :  GP35
        :  SD40T-2
          :  car mover"
"Lakeshore Railcar Services, LLC",(subs. Patriot Rail),"(forermly United Rail Service, inc.)",,,,"1150 E 145th St., 46312",(219) 398-7777,; ; ; ;,GE 45ton; GE 45ton; GE 45ton; car mover;,3/57; 12/50; ; ;,"       :  GE 35ton (III-A2)  (32844, 3-57)    Ex Page Engineering  (McCook, Il.), exx National Gypsum  (Gibsonburg, Oh.), nee Marble Cliff Quarries #29  (Marble Cliff, Oh.)
        :  GE 45ton (II-C1)  (30783, 12-50)  Ex Duke Power #70  (Dan River Plant, Eden, N.C.), exx Franconia Paper  (Lincoln, N.H.), exxx New England Pulp & Paper  (same), exxxx Profile Northern RR  (same), exxxxx East Branch & Lincoln #1, nee Grasse River #1.
        :  GE 45ton  (50t,  IV-B3)  Nee Duke Power #5336  (Cliffside Station, Cliffside, N.C.)
       car mover"
CF Rail Services,,(formerly Hoosier Railcar ),,East Chicago,,"3915 Kennedy Ave. , 46312    (Michigan & Kennedy)                                ",[(219) 397-0057],; ; ; ; ,car mover; car mover; Plymouth 35ton MHD; GE 25ton;,; ; 9/79; 8/52;,"         car mover
         car mover
          :  Plymouth 35ton MHD  (7161, 9-79)  Ex Hoosier Railcar  (same), ex Cabot Corp., ex Marion Steel Corp., ex Packaging Corp. of America, ex Standard Oil, ex The Andersons, nee Plymouth (demonstrator) #7161.
          :  GE 25ton  (31681, 8-52)  Ex Hoosier Railcar  (same), ex Navistar Int.  (Melrose Park, Il.), ex International Harvester  (same), nee New York & Pennsylvania Co. #3  (Johnsonburg, Pa.)  Acq. 1990.  O/s, derelict."
Kapstone Paper,,(formerly MeadWestvaco - Container Div. ),paper mill,,,"5600 Virginia Ave.,  29406         ",  (843) 745-3000,; ; ; ; ;,carmover; carmover; carmover; carmover; ,; ; ; ; ;,"    car mover
    car mover
    car mover
    car mover"
"Consol Energy, Inc.  -  Buchanan #1 Mine      ",,(formerly Consolidation Coal Co.),,Mavisdale,,"  Rt. 632, 24627    (P.O. Box 230, 24627)  ",  [(540) 498-4564],; ; ; ; ; ; ;,"Plymouth 15 ton DMS-24 (44"" ga.); Plymouth 15 ton DMS-24 (44"" ga.); Plymouth 15 ton DMS-24 (44"" ga.); Plymouth 15 ton DMS-24 (44"" ga.); Plymouth 15 ton DMS-24 (44"" ga.); Plymouth 15 ton DMS-24 (44"" ga.); Plymouth 15 ton DMS-24 (44"" ga.); ",9/85; 10/85; 4/86; 4/86; 8/88; 8/88; 8/88;,"      :  Plymouth 15ton DMS-24 (44"" ga.)  (7438, 9-85)  Nee Consolidation Coal Co.  (same).
      :  Plymouth 15ton DMS-24 (44"" ga.)  (7439, 10-85)  Nee Consolidation Coal Co.  (same).
      :  Plymouth 15ton DMS-24 (44"" ga.)  (7444, 4-86)  Nee Consolidation Coal Co.  (same).
      :  Plymouth 15ton DMS-24 (44"" ga.)  (7445, 4-86)  Nee Consolidation Coal Co.  (same).
      :  Plymouth 15ton DMS-24 (44"" ga.)  (7456, 8-88)  Nee Consolidation Coal Co.  (same).
      :  Plymouth 15ton DMS-24 (44"" ga.)  (7457, 8-88)  Nee Consolidation Coal Co.  (same).
      :  Plymouth 15ton DMS-24 (44"" ga.)  (7458, 8-88)  Nee Consolidation Coal Co.  (same)."
"Mettiki Coal W.V., LLC  –  Mountain View Mine     ",(subs. Alliance Resource Partners)),,,Davis,,(~ 6 mi. N/E of...),(304) 259-4900,; ; ; ; ; ; ;,Jeffey 15ton; Jeffey 15ton; Jeffey 15ton; Jeffey 15ton; Jeffey 15ton; Brookville 30ton; Brookville 30ton;,; ; ; ; ; ; ;,"             :  Jeffey  15ton
             :  Jeffey  15ton
             :  Jeffey  15ton
             :  Jeffey  15ton
             :  Jeffey  15ton
             :  Brookville  30ton
              : Brookville  30ton"
Titan Mining Co.,," (formerly Star Mountain Resources - not operated , previously St. Lawrence Zinc Co. )",,Balmat,,"Sylvia Lake, (Gouverneur), 13642                               ", [(315) 287-2500 ],; ; ; ; ; ; ; ; ; ; ; ;,"Plymouth 8ton HMD-24 (24"" ga.); Plymouth 8ton HMD-24 (24"" ga.); Plymouth 6ton HMD-24 (24"" ga.); Plymouth 6ton HMD-24 (24"" ga.); Plymouth 6ton HMD-24 (24"" ga.); Plymouth 6ton HMD-24 (24"" ga.); Plymouth 6ton HMD-24 (24"" ga.); Plymouth 6ton HMD-24 (24"" ga.); Plymouth 8ton HMD-24 (24"" ga.); Plymouth 8ton HMD-24 (24"" ga.); Plymouth 8ton HMD-24 (24"" ga.); Plymouth 8ton HMD-24 (24"" ga.);",02/71; 08/71; 08/71; 08/71; 08/71; 02/73; 11/74; 11/74; 10/75; 10/75; 06/76; 07/77;,"      :  Plymouth 8ton HMD-24 (24"" ga.)  (6785, 2-71)  Nee St. Joe Minerals Corp.  (same).
      :  Plymouth 8ton HMD-24 (24"" ga.)  (6843, 8-71)  Nee St. Joe Minerals Corp.  (same).
      :  Plymouth 6ton HMD-24 (24"" ga.)  (6844, 8-71)  Nee St. Joe Minerals Corp.  (same).
      :  Plymouth 6ton HMD-24 (24"" ga.)  (6845, 8-71)  Nee St. Joe Minerals Corp.  (same).
      :  Plymouth 6ton HMD-24 (24"" ga.)  (6846, 8-71)  Nee St. Joe Minerals Corp.  (same).
      :  Plymouth 6ton HMD-24 (24"" ga.)  (6946, 2-73)  Nee St. Joe Minerals Corp.  (same).
      :  Plymouth 6ton HMD-24 (24"" ga.)  (7055, 11-74)  Nee St. Joe Minerals Corp.  (same).
      :  Plymouth 6ton HMD-24 (24"" ga.)  (7056, 11-74)  Nee St. Joe Minerals Corp.  (same).
      :  Plymouth 8ton HMD-24 (24"" ga.)  (7085, 10-75)  Nee St. Joe Minerals Corp.  (same).
      :  Plymouth 8ton HMD-24 (24"" ga.)  (7086, 10-75)  Nee St. Joe Minerals Corp.  (same).
      :  Plymouth 8ton HMD-24 (24"" ga.)  (7134, 6-76)  Nee St. Joe Minerals Corp.  (same).
      :  Plymouth 8ton HMD-24 (24"" ga.)  (7198, 7-77)  Nee St. Joe Minerals Corp.  (same)."
UTLX Manufacturing LLC - Fabrication Plant #10,,(formerly Richmond Tank Car Co.),,Sheldon,,"10515 Sheldon Rd, 77044",,; ; ; 2592; ;,Plymouth 25ton JDT; Plymouth 25ton JDT; Plymouth 40ton MDT; GE 45ton (II-A4); car mover;,06/76; 06/76; 10/79; 02/43; ;,"                :  Plymouth 25ton JDT  (7149, 6-76)  Nee Richmond Tank Car  (same).
                :  Plymouth 25ton JDT  (7150, 6-76)  Nee Richmond Tank Car  (same).
                :  Plymouth 40ton MDT  (7282, 10-79)  Nee Richmond Tank Car  (same).
  2592  :  GE 45ton (II-A4)  (17827, 2-43)  Formerly at Longview, Tx., previously a El Dorado, Ks., ex Lockheed Aircraft  (Dawsonville, Ga.), exx USA #7425, nee USA - Port Edwards Staging Grounds (B.C.)  Trans. c.2003.
        car mover"
Indiana Harbor Coke Co.       ,(j/v Sun Oil Co. & Nipsco)  ,,(coke / cogeneration plant),,,,,; ; ; 4;,GE 45ton; GE 45ton; GE 45ton; GE 45ton;,5/42; ; ; 4/52;,"       :  GE 45ton  (15253, 5-42)  Ex Thrall Car Manufacturing Co. #42  (Chicago Heights, In.), exx ACF #Y70  (St. Louis, Mo.), nee ACF #6509  (Berwick, Pa.)  Acq. 1998.
       :  GE 45ton
       :  GE 45ton
  4  :  GE 45ton  (II-C2, 50t)  (31306, 4-52)  Ex Algoma Tube  (Dafter, Mi.), nee Canadian Furnace #5  (Port Colburne, On.)"
